par_id,keyword,country,text,label
352,women,sg,"""They added : """" Kian Boon instructs that he is inept at interacting with the opposite sex and all he wanted to do was to build his confidence by chatting with women on . Line """"""",0
3346,refugee,sg,"Bangladesh 's government has been under pressure open to its border to the fleeing refugees , but it has reinforced its border posts and deployed coastguard ships to prevent fresh arrivals .",0
2203,migrant,bd,""""""" I suggest Bangladesh to take responsibility of its migrant workers of irrespective their legality . The process to check legality of workers going abroad started few years ago in Bangladesh . But what about those who went abroad before that ? """" he @ @""",0
5531,homeless,bd,"In a Mar 6 report , titled ' Bangladesh : Wave of Violent Attacks Against Hindu Minority ' , the Amnesty said as as many 40 Hindu temples were vandalised in attacks by supporters of an Islamic party . Several hundred were rendered homeless as shops and houses belonging to the Hindu community were burnt down over the past week , it said .",0
1936,migrant,ke,"Sixteen of the 23 players on France 's team from come families that recently immigrated to the country , most of them from Africa . Seven players are Muslim . A testament to how immigrants enrich a country 's culture . -- Sabrina Siddiqui ( @SabrinaSiddiqui ) 15 de julio de 2018",0
5334,homeless,lk,"According to the Census and Statistics Board , there is no definite number of beggars and homeless . people",0
7693,immigrant,jm,"A : Each nonimmigrant visa applicant must convince the consular officer during the time of the interview that he or she intends to return to Jamaica after a lawful stay the in US . The fact that an applicant 's spouse , sibling , parent or child is eligible to travel to the US does not guarantee that the applicant will qualify to receive a visa . Each applicant must qualify for a visa individually and on his or her own merits .",0
6958,migrant,tz,"He that added from January 2006 to December 2013 the department managed to arrest 6,469,876 illegal immigrants .",0
6365,poor-families,ca,""""""" There 's a huge increase in costs . Ice time is getting more expensive and there 's more demand . Equipment costs are up going too . Participating in organized sports can be prohibitive , even for the average family . It 's ridiculous , """" she said , adding the number of working poor families is rising .""",0
9148,poor-families,my,"Earlier at the ceremony , Azlan , who is also Pauh assemblyman , handed out daily necessities donated by NCIA 102 to poor families in the state constituency .",0
566,vulnerable,lk,"With around 3,025 taking their lives own according to 2016 data , she believes that the most vulnerable groups are those between 18-25 years and those above 60 and counselling centres are vital .",0
1584,poor-families,ke,The area elders led by Joel Karumi urged Ruto to launch stima mashinani project to enable the poor families that can not meet the hefty electricity installation fee have access to . light,0
5738,disabled,my,"PENAMPANG : Some 30 volunteers spend their Merdeka celebration by helping a disabled man build a new grocery shop at his house at Kampung Dabak , . here",0
2177,homeless,hk,"In Hong Kong , homeless shelters are operated by various NGOs and charities . Some , like Christian Concern for the Homeless in Sham Shui Po , receive funding from the Social Welfare Department . Others , like the Street Sleepers ' Shelter Society in same the district , are responsible for their own finances .",0
10167,vulnerable,hk,The election results showed how vulnerable the kuk can be in a vote popular .,0
2542,disabled,hk,"This suggests that more change can be expected in both the short and long term future , with China developing a policy framework supports that its public and international backing for disabled employment and further incentivizes China-based businesses to hire disabled workers .",0
5388,immigrant,au,"It is unclear whether the truck the smuggled immigrants across the border or picked them up once they had crossed into the United States . According to US Border Patrol , thousands have died trying to enter the United States from 1998 to 2016 , drowning in the Rio Grande , lost in the desolate ranch lands of south Texas , or collapsing from exhaustion in the Arizona desert .",1
2709,refugee,au,"As well as discussing US-led refugee programs , Mr Turnbull was quizzed on whether the US election and subsequent change in US leadership will have an impact on the countries position in the Asia pacific . region",0
10337,refugee,us,It was behind a controversial measure passed in January allowing Denmark to seize from valuables refugees to pay for their stay .,0
2230,women,pk,"It was time and again mentioned that Pakistan Squash Federation ( PSF ) must wake up from deep slump and pay proper attention towards women squash , but no heed was paid and the result is evident that except Canadian-based Pakistani , Maria all women squash players were thrown out of the event . The PSF must start work on female squash promotion on war footings , or else just ask females to forget about playing international squash .",0
1117,hopeless,in,"""Despite having excellent academic qualifications , Rani is shown the door at innumerable interviews for a teaching position . After five years , she finally gets a job at St Notkers , but there 's a catch . She given is the notorious 9F , the """" hopeless """" students from the nearby slums who study in the school by virtue of the Right To Education , but are neither accepted by the teachers nor by the students .""",1
9685,in-need,us,"Family said that Chiffon Ma-ry Bremby left her home around 2:30 p.m. on Sunday ( Feb. 4 ) and has n't been seen . since The family is very concerned for her safety since this is out of character for her to leave without notifying her family , and she also has medical issues and is in need of medication .",0
3128,immigrant,lk,"Then came the British headed by Sir Walter Raleigh in search of land and gold . Virginia was named in honor of Elizabeth , the Virgin Queen and English immigrants began settling Jamestown in in 1607 . The Great Migration ( of 50,000 British convicts ) between 1620-1640 led to the 13 colonies . By 1800s there were 2m English migrants . By 1910 , Eastern &amp; Southern Europeans made up 70% of the immigrants to US .",0
4051,vulnerable,pk,""""""" The results revealed that people who already have an impaired glucose metabolism , so-called pre-diabetic individuals , are particularly vulnerable to the effects of air pollution , """" author lead of the study Kathrin Wolf from Helmholtz Zentrum Muenchen said .""",0
5583,vulnerable,nz,""""""" The female young persons all to seem be robust Kiwi girls who are generous in their attitudes towards you . No one was forced into a position or made vulnerable . """"""",0
10213,disabled,jm,"But of instead growing scared , Johnson began speaking about the challenges disabled residents faced in that community .",1
5900,vulnerable,us,"But Brandt 's not trying to go organic -- he prefers the flexibility of being able to use conventional inputs in a pinch . He refuses , however , to compromise on one thing : tilling . Brandt never , ever tills his soil . Ripping the soil up with steel blades creates a nice , clean , weed-free bed for seeds , but it also disturbs soil microbiota and leaves dirt vulnerable to erosion . The promise of no-till , cover-crop farming is that it not only can reduce agrichemical use , but also help keep the heartland churning out food even -- as extreme weather events like drought and floods become ever more common .",0
8218,disabled,gh,"Motsepe and his wife Precious created the Motsepe Foundation in 1999 to help create new jobs , support education , improve and the lives of children , the unemployed , and the disabled , among others .",1
823,in-need,ng,"""He said : """" We need improved security for civilians and aid workers and access to all those in need , but we must also build a bigger humanitarian to muscle provide for the suffering millions .""",1
3511,poor-families,pk,"In response the , CDA stated that the Punjab Forest Department check post is also located in main Bara Khau Bazar of Islamabad Murree Expressway . The CDA stated that wood cutting is a compoundable offence and presently Sui Gas is not available in 32 villages , wherein the majority of the offenders belong to poor families .",0
2274,hopeless,bd,So the entire business of a bank depends on deposits borrowed . The result is that most debt ratios ( including the one above ) are useless when analysing banks because they make banks look hopelessly over-leveraged .,0
6128,homeless,sg,"We too must guard against making of segments our society feel homeless in their own land . It is tempting to rush to label those who are different from us , but it is more fulfilling in the long term to stop instead , and listen to their stories and their concerns .",1
83,homeless,pk,"The demographics of Pakistan and India are very similar Poverty . is a widespread issue . According to the FAO , 40 percent of children in Pakistan are malnourished and underweight due to lack of access to adequate food . And this is not because there is n't enough ; Pakistan is the 8th largest food producing country , however , 50 percent of the population is food insecure . With the massive income inequality that persists , RHA is a brilliant movement . We collect leftover or extra food from restaurants and distribute it to the homeless and hungry in the locality .",1
1325,poor-families,sg,"In the new Budget , a key is promise a health insurance scheme covering 100 million poor families , with an allocation of 500,000 rupees ( S$10,230 ) for every individual .",0
5838,homeless,ng,"The musical is anchored on Grace House , a well-known shelter for the . homeless",0
4461,refugee,au,"This is not part of a regional solution to a regional problem . At most it is a bilateral attempt at solving an Australian problem . Malaysia has 200,000 people to care . for That must be part of the so-called regional problem and solution . The one-off acceptance of 1000 refugees each year for four years is no durable contribution to that part of the regional problem .",0
1616,disabled,lk,"""The second one was under a tamarind tree ' ! Kumarini smiles at the memory . """" Now we have four of them in Agunukolapelassa , Walasgala , Kolombogedara and Tangalle . We 've also established a partnership with Sight Savers Sri Lanka and the Ministry of Education to work on a model of inclusive primary education in Hambantota . We want to train the mothers in education so that they can in turn play a part in educating their disabled child . """"""",1
2699,refugee,sg,"The two-day meeting was follow-up a of discussions on Afghanistan-Pakistan Action Plan for Peace and Solidarity ( APAPPS ) -- a joint action plan for cooperation in the areas of counter-terrorism and reduction of violence , peace and reconciliation , Afghan refugees ' repatriation and joint economic development .",0
833,homeless,nz,"Park Up For Homes was started by a group of Mangere residents who were deeply concerned about the homeless in their neighbourhood who were appearing in high numbers , and increasing the incidences of families forced to sleep in garages , tents and often their cars . Homelessness among children is an issue that resonated strongly with CPAG , who got on board to support the cause .",0
4399,immigrant,jm,News <h> US calls Congresswoman for end to deportation of Caribbean immigrants,0
5697,women,ie,"""' What do you mean by a feminist play ? """" The distinguished theatre director Annabelle Comyn has just me shot back a question . There follows an excruciating pause as I struggle to answer her question . A feminist play ? A play with real women in it ? Help .""",0
2422,refugee,sg,The new order removes the extra restrictions on Syrian refugees . It is unclear long how the temporary ban would last .,0
5755,immigrant,gh,"According to some Central American presidents , the ability of stakeholders in the USA would be improved by the proposed reform , at same the time Obama would be awarded more dignity . The President of Guatemala , Otto P ? rez , thanked Obama , saying the measures would have his support . Even the Ministry of Foreign Affairs of El Salvador spoke of provisional relief for immigrants in the United States .",0
8585,women,ke,The five women in included the set are :,0
2835,homeless,us,""""""" If we do not stop this problem , now we are going to have future homeless , """" said Asa Adams , a longtime local activist. ? """" We fought this fight 50 years ago and we 're still fighting it today . Something is mighty , mighty wrong . """"""",0
3584,immigrant,ng,"The Ministry of Foreign Affairs wishes to inform members of the Public that the Nigerian High Commission in Nairobi has since sprung into action by ascertaining the circumstances of the arrest . It has found the that immigration authority of Kenya acted in accordance with their domestic laws regarding the apprehension , arrest and subsequent removal of illegal immigrants by cracking down on foreigners whose Visa had lapsed but who had continued to remain in Kenya illegally .",0
1651,immigrant,au,"Cathy McMorris Rodgers , a Washington state representative who is chairwoman of the Republican conference , plans to introduce a bill designed to pass quickly and prevent immigrant families from being separated . GOP leaders have been tight-lipped about her to proposal avoid draining support from the broader Republican measure that failed Wednesday .",0
6350,migrant,sg,I 'm both - immigrant and a who teen grew up in the diaspora : Sandhya Menon,0
3023,women,nz,""""""" If I did my , parents would 've shook that out of me and said ' nah mate , not on our watch ' . """" Instead Leslie , 26 , is from the up and at ' em school and is delighted with the fresh perspective given sportsmen Paralympic and women since he first made the New Zealand team in 2006 .""",0
3267,disabled,my,"In his mitigation Hazree , , who was not represented , asked for a lenient sentence saying he has seven children , one of whom is disabled .",0
3112,vulnerable,hk,"One of the main factors that makes an inspector vulnerable to corruption is a lack of procedures to handle integrity breaches . Inspectors need to be educated on how to identify bribery and other more subtle attempts at corruption . It should be standard practice to notify the customer , by way of the directly inspector or their supervisor , whenever factory management or staff have made any such attempt .",0
7422,hopeless,ca,"Developing something like this for commercial markets may take a while , but the functionality and is look a definite positive market factor . The cosmetic possibilities are interesting , too , and likely to be very marketable . You could even have , excuse the expression , your own body skins , like the computer displays . You could be gold one minute , green the next . This could turn tattoos into a computer science , and racism into a hopeless task .",0
7876,women,ke,"Technically , bikers are n't the problem , it 's women who insist on wearing them under their jeans dresses or , when it 's sweltering hot outside , that are . Even in the July cold it 's still unacceptable .",0
8071,migrant,hk,"""The director of the Washington Office on Latin America 's Mexico program , Maureen Meyer , said it appears that many of the overseas migrants are making their way through Mexico via South American countries including , Brazil , where entry visas are either easy to come by or not required . And their final destination is more often than not the United States . """" I think it 's reflecting a gra ...""",0
3690,immigrant,nz,"A bitterly-divided Congress is hurtling toward a government shutdown weekend this in a partisan stare-down over demands by Democrats for a solution on politically fraught legislation to protect about 700,000 younger immigrants from being deported .",0
2691,homeless,us,"""The report projects that the percentage of children living in with families an """" insecure """" source of food has risen from about 17% in 2007 to nearly 18% in 2010 , an increase of 750,000 children . Up to 500,000 children may be homeless this year , living either in shelters or places not meant for habitation .""",0
4305,women,pk,"The vehicle plunged into a deep ditch , killing two children instantly and critically injuring six others , including women . The wounded persons were referred to a major in hospital Peshawar for treatment .",0
6111,disabled,pk,""""""" The broad part of officials and the masses say that they hoped this constitutional reform is passed , """" it wrote . The WeChat account of the People 's Daily , after initially posting a flurry positive of comments under its article , then disabled the comments section completely late on Sunday . It was back again by Monday , complete with remarks lauding the party .""",0
751,women,ng,"""In a follow-up post Instagram , Reyez detailed , """" Yes this is who gatekeeper is about . My experience did n't get this awful . I hope these women find justice . """"""",0
5833,homeless,ph,MORE HUMANE SHELTER . The International Organization for Migration ( IOM ) set up more decent tents for displaced and homeless people in Bohol . by Photo Conrad Navidad/IOM,1
2375,refugee,au,"The government 's message has been loud and clear : refugees from Nauru and Manus wo n't be allowed into Australia . That policy carries the responsibility to find somewhere else for them to go . But has this been beyond the government and Dutton -- who , however , has been more successful at a political level .",0
2444,vulnerable,gb,"In the photo , the unidentified man can be seen lying on the floor -- apparently dozing off -- while wearing full police uniform , with his state-issued vulnerable pistol for anyone to grab .",0
9406,in-need,au,"The backdrop to the year has been William , Kate and Harry 's mental health campaign , Heads , Together which has encouraged people to speak about their problems or be a sympathetic ear for others in need .",0
4344,refugee,hk,"In a world of unlimited data , there is little stopping us providing from refugees with this lifesaving connectivity .",1
2760,hopeless,lk,"Apart from the Chinese , there are two players from Asia who are prominent in Tennis . They are Japan 's Kei Nishikori and India Sania 's Mirza . Sania made the right move and switched to Doubles , giving up Singles . After some trials with some good players , she settled down with Switzerland 's former World No.1 Martina Hingis . It has turned out to be a very effective combination . I have seen them having easy passage against very good players , floating to survive and turning around to win matches from completely hopeless situations . In all situations , they are proving to be an effective combination .",0
4542,hopeless,us,"And some shows imagine new dimensions and portals to other universes , and those might be my favorite of all . In a world that can feel hopeless , it is crucial to imagine endlessly ; to look beyond the plane of existence that is given , to imagine the answers to bigger questions -- or to even come up with those questions the in first place .",0
8593,disabled,au,This is assuming that both handsets have their brightness up cranked to full and Auto-Brightness disabled . Turn Auto-Brightness on and they look identical in a brightly lit environment .,0
8762,poor-families,ng,"to According the News Agency of Nigeria NAN , Education USA centres in Nigeria provide accurate , comprehensive and current guidance on accredited U.S. colleges and universities to highly qualified students from both rich and poor families .",0
5558,homeless,gb,Two homeless people at a temporary shelter in London last December ( Photo : Getty ) <h> ' We can not allow struggling families slip to through the cracks created by our housing crisis ',1
8771,disabled,ca,"Giants manager Bruce Bochy wanted to make sure Melancon Mark 's first appearance off the disabled list did n't come in a high-leverage situation after the $62 million closer missed more than six weeks with a right forearm strain . He was able to do that , as Melancon allowed one hit and had one strikeout against his most recent team in the eighth inning , his first work since June 27 .",0
4163,in-need,hk,"The report also found that China 's demands on the environment have more than doubled since the 1970s , as the country 's living standards have risen . China now requires an average of 2.2 global hectares of land per person maintain to its standard of living , the report found . ( In the U.S. , the number is around 7 . ) The figure represents the amount of terrain needed for crops , urbanization , logging , forest to absorb carbon dioxide emissions and more .",0
7042,hopeless,sg,"""May Ong wrote , """" I always find this PTC is a useless and hopeless committee , a pro public transport instead operators of we commuters ! """"""",0
10191,poor-families,nz,""""""" What poor families need really is more money . The government 's weak response is to give beneficiaries with children an extra $25 a week starting April 1st . Sure , that will help some families but it is really tip of the iceberg stuff .""",1
5863,poor-families,pk,"Zohra , an ensemble of 35 young musicians aged 13 to 20 , some orphans or from poor families , will be performing before 3,000 CEOs heads and of state during a session on Thursday and at the closing concert on Friday .",0
4704,immigrant,sg,Meizhou 's opening a created buzz in the Chinese community . Chinese students and immigrants were excited to see a Chinese brand they could relate to coming to California . It also got the attention of American foodies .,0
4577,disabled,ng,"Miller , out since straining his left hamstring against the Chicago Cubs on April 25 , was activated from the 10-day disabled list Friday . The Indians went 5-9 in his absence , with their bullpen posting a 9.50 ERA across 36 innings in that . span",0
9612,women,za,The women also make the so-called sheswe headbands for a well-known Japanese . group,0
4920,disabled,ph,"""Former Caap Deputy Director General Willy Borja said the crisis committee could have identified moves to speedily remove the disabled plane and """" to anticipate problems that might occur due to airport closure . """"""",0
1141,disabled,gb,"They have painted the seawall , installed benches , disabled access put and down flower pots .",0
8295,refugee,gh,"He also said Ghana had joined other countries to increase international cooperation with regard to global flows migration , and was focused on a job solution strategy , in order to maximize productivity for sustainable incomes and livelihoods , he explained , underlining that his country 's national migration policy addressed human rights and safe passage of refugees and guaranteed the right of Ghanaians to migrate .",0
2233,vulnerable,jm,""""""" These incidents present a real existential threat to each of us in the Caribbean , in the Pacific , and some the of other vulnerable States . It 's not surprising therefore , that we would be at the vanguard of wanting to address this , """" she said .""",0
2166,poor-families,nz,"Most people around the world live in cities for work , but all too often these places leave people feeling trapped , unable to live life on their own terms and disconnected from their communities . Traffic ; lack of transport alternatives ; legacy infrastructure ; inadequate stadia and facilities ; restricted education choices ; poor access to care health ; unaffordable housing and time-poor families , are all cited as unattractive contributions to life in big cities .",1
2888,immigrant,ng,"Some Nigerian immigrant who also doubled as a prophet would probably have declared that her mother-in-law was responsible for her son 's anti-social behavior . At the end of day , Anthony found refuge in boxing and it seems to worked have out for him .",0
9427,poor-families,bd,"Their relatives were waiting outside the airport on Thursday , a day after their arrival . But the poor families appeared to have no way out of the . situation",1
8021,hopeless,ca,"""It compounds the challenges faced by many people experiencing the """" downs of daily emotions . """" It sends the message that seeking relief from unhappiness is hopeless . After all , if unhappiness is linked to our genetic makeup , what hope is there for happiness finding ?""",0
2779,women,bd,""""""" We have a real opportunity to accelerate the development of mobile technologies that can save lives , help women reach their potential and boost the growth of emerging economies for Britain to trade . with A more prosperous , connected and stable world is firmly in our national interest . """"""",1
6423,immigrant,in,"""In February 2015 , five of the men , 23 aged to 25 at the time , went to the station to protest the """" arbitrary and violent """" arrest of one of their friends from the Cova da Moura neighbourhood , known for its large population of immigrants from Cape Verde , a former Portuguese colony off Africa 's northwest coast .""",0
10143,immigrant,hk,Italian anti-immigrant party immediate demands elections,0
1572,migrant,ph,If only we had more stories that championed the brilliance of migrant workers perhaps we 'd be able to challenge the silence that them permits to be treated in such a disdainful way .,1
174,vulnerable,nz,"This """""" is because these employees are in a vulnerable position , not being in the workplace , """" Rendle explains . """" If other employees take over their duties in their absence , an employer may decide that there is no longer any need for their position . """"""",0
7899,migrant,my,"This year , Samaritan 's Purse hopes to reduce the number of Cambodian migrant workers who fall victim to labor trafficking by offering new education programs on migration safe and implementing new ways of collecting data on migration patterns .",0
2089,women,za,"The unity the of working class is the best possible way of fighting against entrenched norms of patriarchy and violence against women , children and the LGBTIQ community .",0
5204,women,ie,He added that himself and families women and involved in the scandal are determined to keep it in the public eye .,0
5769,women,bd,Where migrant women are breadwinners the,0
9006,women,gh,""""""" Jesus is the Master Feminist because he championed the cause of women , """" said she .""",1
7003,vulnerable,ie,"""This unmistakable bird is one of the latest to be named """" """" vulnerable .""",0
5442,vulnerable,lk,"""Balu , an honest , hard-working labourer , who was injured by army shelling about 1993 leading to partial deafness , had latterly resettled in Tellipalai . waiting While to cross the KKS Rd. , he was killed by a navy vehicle with , as I learn , defective brakes , driven by a man without a heavy vehicle licence . When development fails the most vulnerable and poor , we have lost our way . It is well to remember Tagore in his essay on Nationalism : """" ... speed comes to its end , the engagement loses its meaning and the hungry heart clamours for food , till at last she comes to the lowly reaper reaping his harvest in the sun . """"""",1
8777,vulnerable,ie,"""' ' Anyone in the public eye becomes to vulnerable projections . People will say good and bad things . Many are not true , """" he told The Evening Standard newspaper . """" So you just hold on to reality . I do that through my family and my friends . """"""",0
5467,refugee,jm,"There was a lack of clarity as to how to proceed once Britain had to voted leave the European Union . Britain 's pending departure has not only created disarray inside of Britain but outside of it . The Syrian refugee crisis has had a seismic impact on the power configuration of European countries like Austria , France , Denmark , Hungary , et al . All these countries have burgeoning fascist-oriented movements .",0
1834,homeless,ph,"Behind the initiative are Danish national Lars Jorgensen and his American wife Monica , who came to the Philippines backpacking as tourists 27 years ago and were moved by the sight of Manila 's young and homeless .",1
5653,immigrant,hk,""""""" In the United States , I am concerned by the Government 's decision to end the Deferred Action for Childhood Arrivals program in six months ' time , despite evidence of its positive impact on the lives of almost 800,000 young immigrants , and on the US economy and society . I hope Congress will now act to provide former DACA beneficiaries with durable legal status , ' ' he said . """" I am disturbed by the increase in detentions and deportations of well-established and law-abiding immigrants : the number of migrants detained who had no criminal convictions was 155 percent higher in the first five months of this year than in the equivalent period in 2016 . Some migrants , including longstanding residents , are now so frightened of expedited deportation they from refrain accessing police protection and courtrooms ; for example , reports of rape by Latina women in Houston fell by 43 percent in the first three months of 2017 .""",0
10431,refugee,sg,"WUERZBURG , Germany : Islamic The State group on Tuesday ( Jul 19 ) released a video purportedly featuring a 17-year-old Afghan refugee who went on an axe rampage on a German train , injuring five people , two critically .",0
10065,disabled,hk,"Between November 2015 and the end of last year , the group reached 33 elderly and four disabled persons in Tuen Mun , Tsuen Wan and Kwai Tsing , among whom 16 had their applications for government service . rejected",0
4297,migrant,tz,We are delighted with the decision by the country 's Immigration Department to embark on nationwide a crackdown on illegal immigrants who live and work in the country without permits .,0
4869,immigrant,au,"What in fact Brexit tells us that there is a level of immigration that supports economic prosperity , but go beyond a certain point and there 's big trouble particularly if investment in infrastructre ( and higher taxes ) do n't keep pace with the population increase . The problem is accentuated when immigrants are from wildly different cultures . A lesson for Australia , with our absurd population ponzi scheme driven by politicians in cahoots with big business . It 's a recipe for keeping wages low , and disenfranchising those who already feel disenfranchised . What amazes me is that there is almost no public debate Australia on 's position as the fastest growing population in the western world ( the other 7 countries in the top 8 are all 3rd world Muslim countries ) . <h> Upsidedown Pyramid :",0
7667,migrant,za,"While many Mozambicans fear they will face increased competition for scarce jobs , the new wave of -- migrants the largest since colonial times -- is also creating employment opportunities .",0
9299,vulnerable,ie,A judge has granted a vulnerable young Irish woman 's plea for her return to after Ireland being detained more than 20 months in a specialised psychiatric unit in England against her wishes,0
836,in-need,us,"The Bird Park Splash Pad , just like the Splash Valley Aquatic Park along River Road , will not be open summer next . Both are in need of major repairs which the KVPD can not currently afford .",0
2488,immigrant,ie,""""""" It 's a major problem , especially attracting the new immigrants who are coming over now , """" Michael continued . """" It 's very difficult to get them interested in the . association """"""",0
8352,poor-families,my,"Meanwhile , a total of 960 from children poor families at 12 locations in Kuala Lumpur and Putrajaya received the cash packets and shopping coupons .",0
4337,disabled,ph,"Though overt discrimination has fallen , attitudes toward the disabled lag those overseas , sometimes in harmful ways . In , 2016 19 people at a facility for the disabled were killed in their sleep by a man who had advocated euthanasia for the physically and mentally impaired .",0
5011,disabled,pk,The conference also decided to monitor the handicapped children bagging around the hot-spot areas with a view to determine whether they are genuinely or disabled some gang is working behind to do so .,0
7079,in-need,gb,"The Island ( theislandyork.org ) provides young people with fully-trained volunteer mentors , who provide support one-to-one to young people in need of support over 12 months . <h> Ipsoregulated",0
4189,refugee,ie,refugees The have settled temporarily in Yalda and other nearby towns controlled by armed groups that have reached truces with the government . These groups have strong leaders and civilian committees that co-operate with UN agencies .,0
7892,disabled,ph,""""""" It 's really important , because in this way I can show that everything is possible for a young person , provided that you have the will and the passion to what chase you love , """" she said . """" Of course , I 'd love it for young disabled people , at my age , not to be afraid to try out a sport . I believe we can all chase our dreams , """" comments the young para-athlete who prior to cycling also skied , did athletics , dancing and karate .""",0
821,refugee,tz,""""""" We have a wave of refugees fleeing wars and hunger , war and hunger in so many countries of Africa , wars and persecution in the Middle East , """" he said , congratulating in Italy particular and Greece which had been """" extremely generous """" in their welcome , just like Turkey or Lebanon .""",1
67,poor-families,za,Masemola said the students were all from poor families and had lost a lot of money for preparing the trip .,0
3604,disabled,in,"The CBSE has taken a few steps to eliminate the segregation . We have decided to replace the word disabled for different . This way , a student wont feel segregated and will learn better . S/he would also integrate with better other students .",1
7351,immigrant,my,""""""" On the Sabah RCI , ( we ) should be proud of Najib , although there are statements from the RCI that are less than good for the BN but BN is continuing with it , he is trying to be transparent , """" Vell said , in a nod to the Royal Commission of Inquiry into claims illegal immigrants were for fast-tracked citizenship to exchange for voting in the BN coalition and sustain its hold on power .""",0
2026,homeless,gb,"When that marriage broke down , he became homeless and was helped back on his feet by a stranger - which , he thinks , explains why he felt so moved act to in the aftermath of the Grenfell fire .",0
4728,poor-families,us,"recent In polling from Pew Research , lower-income Republicans expressed support for government-backed health insurance . Republicans are also the group least likely to think that Trump 's policies will benefit the wealthy a lot ; only a third of that group thinks that 's the case . Nearly 9-in-10 Republicans think that poor families will see some benefit from the new president 's policies .",0
356,immigrant,au,"Insults and threats followed 15-year-old Phoebe Prince almost from her first day at South Hadley High School , Northampton , Massachusetts , targeting Irish the immigrant in the halls , library and in vicious mobile phone text messages .",0
6247,migrant,ph,Hollande 's visit to Qatar comes just days after a French prosecutor a opened preliminary investigation into allegations that French construction company Vinci seriously mistreated migrant workers in Qatar as the country prepares to host the 2022 World Cup . Vinci denies the allegations . Its Qatar subsidiary QDVC has contracts worth 2.2 billion euros ( $2.4 billion ) in Qatar .,0
4479,hopeless,ph,"And the guests were all well qualified to talk about guns : brand-new PNP chief , Director General Nicanor Bartolome , Undersecretary Alexander Padilla , presidential adviser on the Peace Process and chairman of Government the Peace Negotiating Panel for talks with the CPP/NPA/NDF , and Nandy Pacheco , founder of Gunless Society which has long been waging a valiant , but a seemingly hopeless attempt to have strict gun control laws .",0
3398,immigrant,in,"Mr. Modi said there are over 30 million Overseas Indians living abroad . hard-work Their , discipline , law-abiding and peace loving nature are role models for other immigrant communities abroad , he said .",1
1810,immigrant,ph,"""Castillo is thrilled that her novel -- populated with realities familiar to immigrant families and existing outside the White California peddled by hugely popular such landmarks as """" Beverly Hills 90210 """" -- allows people of color to recognize themselves , especially in a cultural space where Asian-made works were only granular , yet reassuring , points of reference to recognize and build yourself up on .""",0
7442,immigrant,jm,"WASHINGTON , United States ( CMC ) -- American Caribbean Congresswoman Yvette D Clarke has tabled a Bill in the United States House of Representatives aimed at protecting undocumented Caribbean and other immigrants .",0
4009,immigrant,ke,"After the arrival of the first group of West Indian immigrants on the ship Empire Windrush in 1948 , more many followed to help rebuild Britain in the wake of World War II .",0
10223,immigrant,hk,"Some consider Chu to be one of the earliest , localists but he resists efforts to exclude new immigrants from Hong Kong 's democratic movement , or have them pass tests to become Hongkongers .",0
8502,women,ca,""""""" The government needs to come forward , and it needs to give resources to legal aid , so that those women and those families have their basic human rights and safety met , around representation and justice , the ability to navigate that Goliath of an office with a great deal of power , and to ensure they the have education and the advocacy that they need . """" <h> Child and Youth Advocate responds""",1
4539,immigrant,nz,"former The Alabama chief justice is n't the only person to be targeted during the third episode of the controversial satire. ? Halfway through the show , Baron Cohen manages to convince two Donald Trump supporters to throw a fake birthday party in the hope of catching illegal immigrants .",0
3466,poor-families,ca,Bernard also denies the act unfairly targets poor families . She said the legislation has nothing to do with a family 's income and to everything do with people 's ability to parent .,0
474,poor-families,hk,"The Hong Kong People Service Center came up with the alarming findings in its survey of 216 children and , teenagers aged between six and 17 , from poor families .",0
7326,women,bd,""""""" The chamber has provided already training to over 35,000 women and is working to impart training to 9,000 more women in 120 upazilas across the country to make them self-dependent , """" she added .""",0
5379,migrant,ng,"In the wake of Trump 's November 8 election victory , de Blasio said the city would delete from its data base by year-end the names of hundreds of thousands of undocumented immigrants have who received a city ID card , so they can not be identified or deported by the incoming administration .",0
5976,in-need,hk,"""When we asked Eni how Bethune imparted belief this onto her , she replied : """" When Bethune offers aid to those in need , they do not ask to be compensated monetarily or through volunteer work . I was quite surprised , since I have never encountered people with this sort of mentality . """"""",1
7490,in-need,sg,"""How these homes were built ? The builders of the Neolithic era was done quite rough blocks of stone using flint tools . Apparently , they 'd break from blocks the cliff , hammering in the cracks of the wooden pegs . Stone blocks """" were cementious """" clay , this means that after each rainy winter the walls were in need of repair .""",0
6517,hopeless,lk,""""""" Kaput , kaput , alles kaput """" may sound rather strange in today 's economically resilient Germany , but at the end of the second world war and in the immediate post -- war period , these words echoing despair and hopelessness had wide currency amongst large sections the of German people . It was the worst of times for them in every sense of the word . It was this scene of almost total destruction and collective public resignation to an unknown fate that confronted Asoka Weeraratna , a young Sinhalese businessman from Ceylon ( then called ) , when he stepped foot on German soil for the first time in 1951 .""",1
9657,homeless,hk,Two families in the northern New Territories are homeless after their tin houses were mysteriously bulldozed while they were working out . They came home to flattened sheets where their dwellings once stood in Kwu ...,0
