par_id,art_id,keyword,country_code,text,label
38,@@19143133,hopeless,bd,"[""Rizvi: There testament represent no joyfulness this Eid <h> ' The citizens of this country follow becoming hopeless '""]",1
4540,@@1859219,migrant,tz,"['What is still worse make up the habit, ancestral attitudes of a class character where herders take their cattle as an aspect of themselves, and their want are higher than those of the peasants, such that when the cattle fertilise on a farm, impoverishing a farmer for the whole year that watch, a herder merely snorts; it is nothing to him. As such there are countless conflicts between settled farmers and migrant herders, and what is not available is dialogue.']",0
4286,@@23200152,vulnerable,ie,"[""An evaluation of the Wolaita zone of Ethiopia found that, despite significant improvements in communities ' capacity to both absorb recurring disasters and to adjust their livelihoods based on experience of recent disasters, the area remains extremely vulnerable to recurring climatic stresses.""]",0
1050,@@1362885,refugee,us,"['"" Unfortunately, in turn a deaf ear to the international community, Members of the U. S. Intercourse and the European Parliament, General Anupong seems to have done more to harm and damage U. S. - Thailand relations that any other single Thai leader in the history of this important relationship, "" Smith said. "" Why would General Anupong willfully defy the many international appeals by Members of Intercourse and others to His Majesty, King Bhumibol Adulyadej, the King of Thailand, about granting the Lao Hmong refugees asylum until they could be resettled abroad? ""']",0
7126,@@24258013,vulnerable,ke,"['President Uhuru Kenyatta declared the drought a national catastrophe in Feb 2017, as acute water and food famine rocked the vulnerable county.']",0
7630,@@30053446,poor-families,za,"['The launch of Hindu Dharma Faith terminal workweek is set to not only promote the Hindu religion but also to reach out to the less rosy, particularly in helping piteous families with funeral arrangements.']",0
5170,@@25331685,poor-families,lk,"['Drug abuse is common among poor families, while a drug abuser in a family unit makes them poorer. Drug abuse impairs family life, results in unproductive utilization and reduces the quality of life. Afflicted performance at work can lead to poor productivity and reduced income. Absence from work and intoxication at work can lead to disciplinary problems, stroke at body of work and excess medical claims']",0
5404,@@4400893,in-need,gb,"[""This woman sought shelter in the same area after fleeing clan fighting last month in central Somalia ' s Mudug region. For a multiplication, Somalia has be a symbolisation of the failed state - - without an effective central government since 1991. Nearly one million people have fled the country; about four million of those who remain need immediate help, the UN say.""]",0
7999,@@8325627,hopeless,au,"['Turnbull call for to leave and take the Bishops, Abbott, Joyce, Pyne, Morrison, Dutton and the rest of these hopeless fools with him.']",0
1351,@@65723,poor-families,za,"['The Boxer - Landrieu bill suggests a 30% growth in the existing USAID scholarship programme for Pakistan, with new opportunities to exist exclusively for higher education access to young Pakistani women from misfortunate families.']",0
1923,@@17687798,migrant,gh,['Ghanaians will recall that President Donald Trump vowed during the U. Sulfur. Candidacy military campaign that he will squeeze away 11 million illegal immigrant in America.'],0
5555,@@40070720,homeless,ng,"[""Santa Monica police apprehend forty seven - yr - quondam Ramon Escobar Monday on suspicion of bludgeoning a homeless man. Information technology ' s unclear if he have a lawyer.""]",0
849,@@4700842,disabled,my,"[""And helium said that Khazzani ' atomic number 16 Facebook pageboy had mysteriously represent disabled on Saturday - - the 24 hour interval after the foiled attack.""]",0
7962,@@15623011,refugee,za,"['The people of Western Sahara are some of the most vulnerable in the world to climate change. Increasingly common extreme weather event amplify the hardship posed by already inhospitable conditions. Last year, severe floods devastated the adobe structures of the refugee camps, destroying homes and displacing some 25 000 people. In the meantime, Kingdom of morocco is fast positioning itself as a global green energy pioneer. This is an important and admirable goal, but the fact that Morocco is actively granting new oil exploration contracts for foreign corporations to illegally drill on - and off - shoring in Western Sahara throw its true intentions into question.']",0
4504,@@15577751,vulnerable,bd,"[""Awami League General Escritoire Obaidul Quader today observed that the country ' s voiceless earned democracy be still vulnerable.""]",0
3710,@@9456904,refugee,au,"['The program depict new refugee housing containing line - conditioning, microwaves and televisions. It also showed single male sanctuary seekers still housed inside the hold centre in cramped term and mouldy tents.']",0
5306,@@16909645,vulnerable,gb,"['Jocelyn Cockburn, a solicitor at the jurisprudence firm Hodge Jones and Allen, pursued claims over the deployment of light armour Snatch Land Rover in Iraq and Afghanistan, which were known to constitute vulnerable to roadside bombs.']",0
1638,@@20495688,in-need,sg,"['This would embody beneficial, but given the level of SMRT transparency, the current management is unlikely to introduce the indicators. If they are unwilling to inform the public about the return of 26 trains to the manufacturer, they are unlikely to disclose which parts are in need of replacement. Currently, this information is only used to look back on and analyses faults rather than forecast upcoming problems. The SMRT needs an renovation in the way faults and maintenance are perceived. This will only come from a radical reshuffle in the way the company hightail it at a management level.']",0
5784,@@25874227,immigrant,ng,"['An American researcher by the name of Rachel Reynolds who wrote about the Nigerian immigrant experience in America for an academic journal was struck by this intriguing dissimilarity in our usage of these expressions. She interviewed Nigerian immigrants in the Chicago area in the course of her research. Still though her interviewees did n \' t seem content with their material lot in America, they said they were "" not surviving ""; that they were just "" managing. "" She was initially dumb - stricken. When she finally count on out that Nigerians use "" managing "" to mean "" surviving "" and "" surviving "" to mean "" managing, "" she titled her article: "" \' We Are Not Surviving, We Are Managing \': the Constitution of a Nigerian Diaspora along the Contours of the Global Economy. ""']",0
4814,@@22959819,hopeless,my,"['"" There are doctors who refuse to treat people with intellectual disablement, healthcare institutions that say to mother \' your child is hopeless \', schools who dress n \' t have programmes and companies who say we wo n \' t hire people like you, "" he said.']",0
723,@@20664395,refugee,in,"[""One wonders then, what does citizenship truly mean? When does a period of refugee - hood menachem begin and end, and when does one fully become a citizen? Is it simply acceptance or a bare geographical boundary alteration due to political conditions beyond one ' s control? Is it uniform with the western notion of nationalism and citizenship?""]",0
4864,@@10096283,migrant,ph,"['In July, the Philippine Embassy participated in an IOM sponsored a workshop that brought together Iraqi government agencies and embassy of travail - send countries to discuss issues involving migrant workers in the country. In November, the Philippine Embassy and the IOM conducted a briefing on human trafficking for members of the Filipino Community in Erbil.']",0
1302,@@587889,poor-families,ca,"['The written report, based on an analytic thinking of infants from almost 1, 000 families, showed that the strongest influence on children came from within the home itself. Child raised in poor families with high levels of maternal stress or mental health problems were most at risk of emotional problems by the time they started school.']",0
4852,@@16639379,refugee,ng,"['Donnelly, who was nominated by early President Barack Obama and confirmed to her judgeship in 2015, ruled in the Eastern District of New York that "" there is imminent danger that, absent the stop of removal, there leave be substantial and irreparable injury to refugee, visa - holders, and other individuals from nations subject "" to Trump \' s rescript.']",0
6064,@@70026210,women,jm,"['"" Motherhood for too many women is about ominous health and death. Globally, every one to deuce minutes a charwoman somewhere is dying in pregnancy or childbirth. Ninety per cent of those death are occurring in developing countries like Jamaica, which clearly shows that we have a huge spread in the developing worldly concern and why a lot more needs to be done, "" he said.']",0
1296,@@16127736,hopeless,pk,"['What is more, the official said that hopeless activist unite to various outfits be joining Daesh privileged Islamic state of afghanistan.']",0
6878,@@7657087,migrant,ie,"['"" They are bloke who did n \' t get into the Irish Army so they joined the British Army and that \' s the spot. They are scarce like ourselves, coming over to do a job from Ireland. They are immigrants, "" he stated.']",1
3501,@@882074,in-need,ph,"['"" My parents used to say, always help people in need, "" she said, harking back to when she was growing up in Puerto Princesa. "" Have a good heart and remembering where Single come from are very important to']",1
2593,@@4564061,in-need,jm,"['Tourism Government minister Dr Wykeham McNeill agreed that the facility is in penury of upgrading, even as he argue that both administrations have made attempts to disinvest it.']",0
5231,@@17255027,women,gb,"[""Brit hoagie ' s wife Shukee Begum on ' gangster mental capacity ' of ISIS cleaning lady""]",0
3175,@@21562241,migrant,ie,"[""I ' m from Galway and moved to the US just over 15 years ago to do my PhD. I now live in Cincinnati, Ohio with my family. One watched the election results net year with a deep sense of foreboding. The Trump administration has more than than justified that foreboding in the past year. Just as so many of us feared then, this administration has brought us closer to nuclear war, sabotaged our already - weak efforts to combat climate disaster, relentlessly attacked the most vulnerable (the poor, immigrants, people of color, LGBTQ people ), and emboldened white supremacists and nazis.""]",0
6579,@@14891754,hopeless,bd,"[""That ' s why information technology be always good news when someone as important as Qimiao Rooter, the head of the World Bank in Bangladesh, says that Bangladesh sets the global standard for poverty reduction. Simply why did Bangladesh succeed, when at its birth, things looked so hopeless? On International Eradication of Poorness Day, when the great and the good are celebrating Bangladesh ' s success, it is a good time to consider the real reasons behind Bangladesh ' s unexpected success.""]",0
3225,@@22189053,disabled,hk,"[""A Hong Kong man who abandoned his deaf - mute and intellectually handicapped son in Singapore, thinking he would be better cared for there, was jailed for sestet months. Construction worker Chan Chai - wai, 48, earlier plead guilty to one count of abandonment of a child. Sentencing Chan at Kwun Tong Magistrates ' Court yesterday, acting principal magistrate So Man - lung said Chan acted out of stupidity, dum. ..""]",0
5794,@@19700719,immigrant,nz,['Illegal immigrants grow commercial - scale hemp in rentals'],0
1470,@@22484933,vulnerable,ng,"['If Buhari were "" human, "" we would n \' t need a badly develop, hagiographic documentary to know that. We would feel information technology in his policies. We would see it in his eagerness to talk to us in moments of national distress. We would sense it in his efforts to soothe the hurt that his policies so cruelly inflict on the poor and the vulnerable. We would discern information technology from the compunction he prove for all his broken promises.']",0
3005,@@26092870,in-need,gh,"['Akwaaba Zorg Inc. offers specialized care, coordination of care including intensive ambulatory support and specialised pedagogic support to those in need, children with special needs and their parents as well as the vulnerable in the Dutch society.']",0
6450,@@23071106,migrant,sg,"[""A absolute majority of residents of Common market ' s big porthole have foreign roots, include its outgoing, Moroccan - innate leader Ahmed Aboutaleb - - the country ' s first immigrant and Muslim mayor.""]",0
3546,@@3409809,refugee,us,"['To be eligible for this refugee admissions program, the kid mustiness first have a parent lawfully present in the United States. That parent must be able to submit a detailed relationship petition and put up about $ 650 for DNA examination. Both parent and child must undergo deoxyribonucleic acid testing. If all of these conditions are met, the child is subjected to four interviews, including a refugee status determination interview in which the child must establish a well - founded fear of persecution in the country where he or she is living.']",0
5566,@@4148619,disabled,gb,"[""This is what the people we met are expecting from us: ' a proof that you care about the Tunisian revolution and the weaponless people who faced a criminal dictatorship, and sacrificed their lives and were injure, so that we can raise our voices today and say what we think should be said. ' These are the words of Mohamed Salah Abidi, whose son Shady Abidi was at the heart of the ' internet revolution ' in Regueb and was disabled by bullets from a police sniper.""]",0
6692,@@21138714,in-need,ca,['The food for thought bank live a biotic community - ground organization that provides emergency food to people in need.'],0
1237,@@23222834,migrant,nz,"['Mai Chen, Founder of MyAdvice. Legal, say "" We wanted to be antiphonal to New Zealand \' s growing number of Chinese new migrants. By providing MyAdvice. Legal in their own language, we hope that they will be able bodied to seek legal advice to address their problems "".']",0
1850,@@25183234,migrant,in,"['The decision was taken last calendar month by the governing trunk of Darul Uloom to clear "" suspicion "" about madrasas admitting illegal migrant and to ward off charges that these centres are breeding grounds for jihadi activities.']",0
6154,@@17687798,migrant,gh,"['sparkler, Spreading Fear among Immigrants in United states']",0
3036,@@23894807,in-need,za,"[""At the dorsum First state Bruin needs to restore the midfield pairing of Harold Vorster - who do n ' t feature against the Jaguares - and Lionel Mapoe, with Rohan Janse vanguard Rensburg playing remove the bench.""]",0
692,@@8400924,homeless,tz,['He was answering a question by Ezechiel Maige (Msalala - CCM) who accept show out that the Marchland 2015 hailstorm caused disasters as the residents were rendered homeless.'],0
3891,@@21761633,migrant,ng,"['The Consul General of the Federal official Republic of Nigeria to China, Mr. Weal Oloko, says Nigerians are not the targets of the recent Taiwanese police action on illegal immigrants in Kwangchow, China, as is being circulated in and out of the country.']",0
8335,@@15548411,women,pk,"['Canonical aim of the programme is to acquire expecting women, living in far - flung villages of the area, to basic health units (BHUs) and rural wellness centres (RHCs) so that the process of childbirth could be made safer, paternal mortality could cost reduced and number of skilled birth attendants could be increased.']",0
1385,@@14548648,disabled,my,"[""KUALA LUMPUR: More than 30 wheelchair - bound persons gathered in front end of Mid Valley Megamall ' s North Court entrance, demanding a permanent solution for the lack of disabled - well disposed availableness to the mall.""]",0
190,@@20792031,in-need,pk,"['Pop star Marc Anthony, who was born in New York but whose parents are from Puerto Rico act, place a vitriolic tweet aimed at the US President telling him to "" shut up about NFL. Do something about our people in need in # PuertoRico. We live American Citizens too. ""']",0
8819,@@8411190,refugee,hk,"[""Who blame for this issue? ? The system itself or people? Must be the people ' southward fault for being refugees or being poor, or else born being in the ripe country.""]",4
4786,@@18609459,vulnerable,za,"['"" Unpatched devices such as laptops, PCs, and tablets crataegus laevigata continue to generate excessive network dealings and could be vulnerable to a potential 2d wave of the virus, should it seem in a different discrepancy. ""']",0
6612,@@8529981,homeless,gh,"['"" Our conclusion be that the cost loading on the thriftiness and the community is 626 million Australian dollars (475 million Uracil. S. dollar bill) for homelessness unaccompanied, "" MacKenzie told the Australian Broadcasting Corporation on Thursday.']",0
5572,@@18943142,homeless,pk,"['This is happening in a country that houses more than 250, 000 homeless people and where council housing has shrunk from 3. 67 million in 1994 to 16, 43, 000 in 2015. How will the masses afford expensive lodging in a country where 4. 8 percent of the population is jobless and wages have stalled for decades? The country also needs 8, 000 more GPs, 20, 000 more nurses and 3, 000 more midwives for its National Health Service.']",0
7951,@@25473686,poor-families,ca,"['Peter Gray, Ph. D. , a research professor at Boston College, reviewed a number of studies and conclude, "" All in all, the research indicates that, as measured by standard academic achievement tests, there is at least as much academic gain during the summer vacation as there is loss. "" He did note that, "". .. students from poor families gain less and lose more concluded the summertime, on trial, than do those from families that equal more well off. ""']",0
910,@@25769487,women,pk,"['She maintained that political parties \' leaderships must be aware of the value of woman voters and tailor issue - based political effort. "" When maximal the great unwashed exercise their right to vote, better leadership leave be elected, which will certainly bring a positive change. ""']",0
8685,@@8303210,in-need,au,['A Brisbane woman behind a charity committed to providing women in need with personal hygienics products says no cleaning lady should ever be forced to go without.'],2
7901,@@3085454,disabled,sg,"['There were similarly joyous scenes in the metropolis of Bombay on Wed, where disabled youngsters sprayed and smeared each former with a rainbow of colours. <h> Follow ST <h> The Straits Time']",0
1608,@@18480735,migrant,us,"['Serkan Yagmur, owner of West Ridge Hots (584 West Rooftree Route ), was just 17 years old when his kinfolk moved from Turkey to the United States in 2002. He was still in school when his father applied for the green card drawing through the Diversity Immigrant Visa Program.']",0
5721,@@30051000,migrant,in,"['. About 12. 4 per cent returnees had met with accidents while working in construction site or workshop. Allergy, diabetes and kidney job be former major diseases return emigre have brought from overseas.']",0
4184,@@4684342,hopeless,jm,['Columns <h> Prison house: The place of birth of hopelessness'],4
8198,@@40060939,poor-families,sg,"['Interacting with media, Adityanath said, "" Uttar Pradesh has scored first station in the implementation of the Pradhan Mantri Awas Yojana and I am happy to inform that in rural areas, we take in been successful in providing houses to 11 lakh poor families. ""']",4
3813,@@25589861,immigrant,bd,"[""US imposes visa sanctions on Union of burma, Laos over refusal to take deportees <h> The United Dos imposed visa sanctions on Myanmar and Lao people's democratic republic Tuesday after both nations refused to take back immigrants George washington wants to deport, reports the Metre.""]",0
7667,@@368911,migrant,za,"['While many Mozambicans fear they will face increased contender for scarce jobs, the new wave of migrants - - the largest since colonial times - - is besides creating employment opportunities.']",0
1113,@@22624834,homeless,ke,"[""The main platforms of the station were put with table and decorated with a Christmas tree and lei as over 200 homeless people in London be served dinner by 80 volunteers from Network Rail, alongside volunteers ' from other charities.""]",2
24,@@17221429,vulnerable,ph,"['"" The regional brands so far lag behind the global and big international Taiwanese handset players in 4G and they have looked vulnerable to failing to jump the generation successfully and lose their place. ""']",0
7135,@@20739636,refugee,bd,"['Asked astir whether they bring the refugee status, helium said it be the host government to certify that.']",0
1590,@@16853908,refugee,sg,"['Last weekend, the Royal Canadian Mounted Police reported that it picked up 22 citizenry near the border town of Emerson, after they had walked for equally long as four hours in sub - zero temperature. They were taken to offices of the Canadian Border Services Authority, where they all made refugee claims.']",0
7432,@@1828250,immigrant,ke,"['Although the allegations against the 28 suspects could not be established, indication were that some of them were illegal immigrants and a number of them had confessed to having links to terrorist groups.']",0
3845,@@15968651,migrant,pk,"['Horn also promised to his voters to take tough measures against China by imposing punitive tariffs, build a paries on the Mexico America border to stop inflow of immigrants and dispute a number of trade hand including North America Free Trade Area (NAFTA) and Trans Pacific ocean Partnership (TPP ).']",0
1758,@@25057615,in-need,ke,['Edrisa Musuuza alias Navy Kenzo is in pauperization of prayers after he was hospitalise following an malady that left him weak and looking frail at a infirmary bed in his home country.'],1
7888,@@50041353,homeless,gb,"[""Kate have also worked to help Liverpool ' s homeless residential district by hand verboten gift boxes to women who are sleeping rough.""]",4
2715,@@15073521,homeless,gb,"['Speaking to the Cambrian News this week, Melanie, who written report jurisprudence and French at Cardiff University, articulate she also wants raise awareness of the quandary of the nearly 300 young homeless people living on the streets of Wales.']",1
480,@@3057842,migrant,ca,"[""Information technology took some of the sting out of Penn ' s word, but Inarritu also use the opportunity of having some of the last words in the Academy award telecast to celebrate immigrants.""]",0
3134,@@25330053,immigrant,ng,"['Quick return of the children could be one way to stem lengthy court proceedings or the long detentions that have emerged under the Trump administration \' s "" zero permissiveness "" approach to border crossings, supporters say. They say some minors fail to appear for hearings. But advocates for children discourage it could put the young immigrants in harm \' s path. It could also prolong their detentions and create a logistical challenge for transporting them home.']",0
1127,@@19688213,vulnerable,za,"['"" More than 300 sick and vulnerable cancer affected role break down on Minister Motsoaledi and MEC Dhlomo \' s watch because of their seeming neglectfulness? "" the company said.']",0
419,@@4136780,disabled,au,['A aesculapian scandal that has result in hundreds of patients being poison and badly disabled crataegus laevigata soon lead to changes in the way medical devices are approved for use in Australia.'],0
4853,@@23431315,homeless,us,"['"" My goal is to address this homelessness crisis from both directions, "" says Kaplan. "" The money from the new tax would be dedicated to funding solutions to homelessness. At the same time the tax would only apply to vacant properties and so it would encourage people to put their vacant properties back into use. It would make more housing available by promote people not to just sit on them and leave them vacant. ""']",0
1313,@@19042221,homeless,za,"['There was also the challenge of identifying secondary beneficiaries, families housing the homeless world health organization were not adequately equipped for the challenge and required surplus resources. This involved building reliable data bases, at considerable speed.']",0
208,@@22311635,homeless,za,"['Over the adjacent week, I buns assure you that more than "" homeless "" beggars will fill the streets during the day. And come New Year \' s Eve Long Street will turn into a war zone.']",0
2219,@@24871449,disabled,za,"['1 am Refilwe, I embody hard disabled.']",0
1229,@@8783796,hopeless,nz,"['12. CHRIS HIPKINS (Labour - - Rimutaka) to the Minister of Department of education: Why does she accept some responsibility as Minister of Education for Hon Bill English \' s statement that a lot of Apteryx are "" pretty damned hopeless "" and "" they ca n \' t read and write the right way ""?']",3
4080,@@16159870,immigrant,ph,"['In his first 100 days, Obama appointed a record three Asian Americans to his console, sign a quantity authorizing $ 200 million in back pay to Filipino World War II veterans, re - established the White House Initiative on Asian American Pacific Islanders (WHIAAPI ), initiated insurance consultations with immigrant rights groups on how to revamp a broken immigration system, and quickly focused his extraneous policy attention to the Pacific.']",0
857,@@30079939,vulnerable,bd,"['Is there a spy camera in that bathroom? in Capital of south korea, 8, 000 worker will check <h> In hidden corners across South Korea, lilliputian cameras are surreptitiously recording thousands of women when they are at their most vulnerable.']",0
5406,@@3867461,disabled,us,"[""Rapper 2 Chainz have offered to pay a year ' s worth of snag for disabled veteran and single female parent Dierdre Plater. The gift is part of his Tru Foundation charity and fund by takings from his ugly sweater collection.""]",3
254,@@9861405,migrant,ca,"[""Recognized globally for her contributions to increasing the inclusion of immigrants, she is currently the founding executive director of a think tank at Ryerson University ' s school of management that concenter on diversity, migration and inclusion body. She is the chair of Lifeline Syria, which seeks to bring 1, 000 privately sponsored Syrian refugees to Toronto. She also serves on the boards of the Centre for Mental Health and Addiction, The Environics Institute, and Samara. Lifeline Syria ' s Chair Ratna Omidvar works with volunteers at the organization ' s offices in Toronto on Friday, September 4, 2015.""]",0
6951,@@20920896,in-need,nz,['New start - up The Monthly Cois raising money to roll out a subscription service where women can order 100 per cent cotton tampons online and have them rescue to their doorstep. Every purchase bequeath see a box of tampons donated to a women in need.'],2
604,@@16805483,homeless,gh,"['As a result, gazillion of Syrian as well as peoples of early countries in the region have been made both homeless person and hopeless.']",4
5544,@@7967339,immigrant,au,"[""The Rohingya be widely disliked in Burma, where they are seen as illegal immigrants from Bangladesh - including by some in Suu Kyi ' s party. She risks haemorrhaging financial support by taking up their cause.""]",0
3188,@@20028313,in-need,ca,"['Heading into its 34th class, the annual food for thought festival be in pauperization of a new location referable to the closure of Churchill Square for LRT construction.']",0
3086,@@14598263,vulnerable,ca,['Creep Catchers accused of preying on the vulnerable after Edmonton woman commits suicide'],0
2005,@@10129921,homeless,gh,"['Kelly Thomas, a thirty seven - year - old homeless man with schizophrenia, died five days after police officers beat him and shocked him with a stun gun. A surveillance camera recorded footage of the killing, and the video sparked national outrage and street protests in Fullerton.']",0
1066,@@15028957,homeless,pk,"['The Street Store Campaign is a worldwide go ahead that takes place globally, and originated from South Africa in 2014. It involves the opening of popup stores offering free clothes and shoes for the homeless, serving as a great content in bridging the gap between the rich and short.']",1
3720,@@4638518,homeless,my,"['"" They are merely sent for courses and expected to address with issues face by the homeless without any experience, "" he said during a recent interview with The Rakyat Post.']",0
6170,@@3885629,refugee,ie,"['A coordinated response to the refugee crisis, in partnership with local communities, which ensures that the needs of those who are already hither seeking asylum in our social club are non overlooked;']",0
141,@@7204213,immigrant,ie,"[""Obama ' s plan, offered after year of total stalemate with the Republican - direct Sexual relation - would shield over 4 million undocumented immigrants currently residing in the atomic number 92 from immigration, including many of the 50, 000 undocumented Irish living hither today.""]",0
1259,@@1800949,vulnerable,tz,['People on the move toilet be particularly vulnerable to HIV / Assist. This is because people often behave otherwise when they are off from home.'],0
2510,@@26182842,disabled,sg,"['Chng and her team are targeting energy ego - sufficiency next, aiming to be powered entirely by solar energy come 2020. They are also working towards integrating other vulnerable groups into their training programme, such as the elderly and the disabled, and make plans to expand regionally as early as 2019. <h> Thanks for reading to the end of this story!']",0
7618,@@4660139,disabled,bd,"['Although Bangladesh subscribe the united nations rule on the rights of disabled people, the government nevertheless does not get credible statistics on the number or state of such people.']",0
5498,@@16259963,poor-families,bd,['They place the poor and students from Islamic seminary (who mostly come from poor family ).'],0
6483,@@2607941,in-need,ph,"['"" We believe that nations of goodwill can benefit just if the Japanese government is empowered to attend to others and represent allowed to derive to the aid of those in need, especially in the area of collective self - defense, "" Aquino said in a statement released June 24 after his talks with Abe.']",0
2874,@@22405789,hopeless,gh,"['The project seeks to rescue and rehabilitate enslaved and abused women and children through education and provide them with social Support and Protection. TLF attempt to restore hope to the hopeless, feed home to the homeless, comfort to the afflicted and support to the destitute and needy children through its missions.']",4
2364,@@40004023,immigrant,sg,"['The Armoury playmaker \' s assessment that he was perceived as "" German when we deliver the goods, but an immigrant when we fall behind "" saw him roundly attacked across the country \' sulfur football landscape - including by Thomas Mueller, Toni Kroos and Manuel Neuer, several of his erstwhile teammates.']",0
6158,@@849876,migrant,ca,"['In fact, allegations of fraud, mismanagement and a series of suit prompted the government to shut down immigrant investor programs in Nova Scotia, Prince Edward vii Island and New Braunschweig.']",0
5642,@@25609292,migrant,pk,"[""Roraima has the majority of immigrants. Office estimated there personify some 25, 000 Venezuelan resident in the state working capital Boa Vista alone, which account for 7. 5 percent of the city ' s total population.""]",0
6608,@@25736173,hopeless,ng,"[""More than anything else, the President of the united states ' s failure in putting an end to the daily blood fete being conducted by the Fulani militia across the country expose his so - bid achievement on security as a crude lie. His handling of the killings portrays him as hopelessly inept at best and criminally complicit at worst.""]",0
6112,@@1286681,women,ca,"[""It ' s poetically written and attractively designed and illustrate, as befitting the woman who provided the inspiration. Best of all, it ' s a scenario any pair of sib can relate to.""]",0
3311,@@25839086,in-need,ph,"['For Belingon, his next bout is not just a chance to score one of the biggest victory of his career, but also an chance to use the bright lights of ONE Championship to inspire his ruralist, especially those who are in need of hope.']",0
5490,@@2033845,disabled,gb,"['These are non natural militants. Mostly women, and not well - paid, they feed, clothe, airstream and do all manner of personal things for the 130 handicapped people in their guardianship.']",0
6744,@@4683524,immigrant,bd,"['As a new immigrant here in the US, I do notice the spirit and enthusiasm of the Bangladesh community members who have remarkably adjusted their lives in the u but still remember with fondness their country of origin, Bengali cultivation and values and take great pride in participating in the programmes and festivals of Ekushey February, Boishakhi mela, Ramadan, Eid - ul Fitr, Eid - ul - Adha, and religious events of Bengalis of other faiths, with equal gusto and grandeur as done in Bangladesh itself.']",0
9675,@@17637041,poor-families,ph,['Kadamay also demanded that these house be given for free to poor household.'],2
140,@@24550081,hopeless,sg,"['"" It \' s been a bit of a chaotic week, a very nerve wracking situation. It \' s one of those hopeless, helpless outlooks. It \' s unvoiced to explain but the lava is good behind my house and it \' s moderately surreal, "" Leilani Estates homeowner Jared McManus told Reuters.']",0
1232,@@346580,refugee,ca,"[""He was also named a describe a youth ambassador by the UN ' s Relief and Works Delegacy, which serves Palestinian refugees across the Middle East. The agency runs the Khan Younis refugee camp in Gaza, where Assaf birth lived since the age of tetrad.""]",0
2800,@@177805,vulnerable,gb,"[""At the root of this issue there is a fundamental interrogative sentence - - how fare the non - very - intelligent survive in an information - based free - market economy? Until the Left wing deals with that in an honest, non - PC way, they ' ll continue to fail the vulnerable.""]",3
609,@@19734041,disabled,lk,"['Five civil activists, including Gunadasa Amarasekera world health organization had supported the disabled soldier strike, were noticed to appear in court for allegedly organizing a protest in Colombo Fort, causing disturbance to public peace and disrupt traffic.']",0
7157,@@20015508,in-need,jm,"['By the same token, persons in the high socio - economic group and those world health organization attend to church once per month were more probable than others to help friends in need.']",0
3118,@@17305122,women,us,"[""Some who register the park service ' s explanation replied with a wink - - literally posting videos of women winking in response to the NPS tweet.""]",0
8095,@@70003929,disabled,us,"['This gong show originated when the Town of Cochrane designated this park as multi use, i. einsteinium. a mixture of off leash dogs getting their required employment, senior, cyclists, children, scooters, disabled, and the odd person in an out of control passion over a dog scuffle.']",0
5627,@@14792209,migrant,za,"['Just about 90 percentage of migrant who reach the Libyan post, a jumping - off point for the dangerous Mediterranean crossing to Italy, cross through Niger, making it a crucial partner for Europe in controlling migration flowing.']",0
5729,@@8634160,vulnerable,jm,"['"" Let us not pull wires vulnerable mind; let us speak accuracy to top executive and let the facts persuade all as to the virtues of our arguments. Let us not be emotive in our display, "" he said.']",1
6937,@@16435750,disabled,za,['Mugg & amp; Bean have contain a training session for its faculty with screen patron Mark Cussons to teach staff how to serve disabled customers.'],0
4174,@@23612846,hopeless,ke,"['They will say things like, "" You know, there \' siemens nil I can make, my father has no money to take me to college, "" and they think it \' s they are unable to make anything about it. Feeling helpless and hopeless comes knocked out very distinctly for a depressed person.']",1
1781,@@17146573,women,hk,"['As for women, Wong say the infection be mostly asymptomatic and takes months or years to develop into the serious complications of pelvic inflammatory disease that could lead to adhesion and infertility. Some may experience abdominal pain in ulterior stages. Wong said the infertility is irreversible as the fallopian tube cause been blocked.']",0
5364,@@40050392,women,sg,"['CONWAY, S. C. (Reuters) - U. S. Chair Donald Trump warned South Carolina on Wednesday "" body of water is coming your way "" in the aftermath of Hurricane Firenze, as the death toll from the massive tempest rose to at least 36 after two women were swept away in a sheriff \' sulphur van.']",0
6431,@@25009971,immigrant,lk,"['Such tensions have turn over rise to national resentment, which enables the rise of fascism. The national resentment directed towards immigrants appear to be caused by a combination of outrage and fear of the future. However, this national resentment by itself is non a sufficient condition to engender fascism. When these circumstances blend with a weak, republic, it becomes the perfect political breeding ground for fascism to raise its ugly head.']",0
6062,@@22283420,refugee,in,"['Another interesting twist to the contest cost the fact that Tibetan refugees were allowed to cast their votes for the first time. Though present in small turn, they too can sway the vote.']",0
466,@@19681113,vulnerable,ph,"['There are also areas that may probably experience multiple hazards, where communities are vulnerable to a combination of two or 3 of the previously remark threats. Over 1, 000 people or about 200 households, distributed in various towns of the province, are deemed highly exposed to these hazards, the action plan aver.']",0
276,@@16762623,women,bd,"['Seventeen men and char, including some women world health organization survived assaults, witnessed sexual furiousness, including against their wives, sister, or girl.']",0
3445,@@10146444,migrant,lk,"['Evidence shows that the death penalty is disproportionately targetted at minorities, the poor and immigrant community - - multitude less able to have a voice and speak away for themselves, which is one reason wherefore it demands that the rest of us state our unequivocal opposition to it.']",1
2880,@@9114605,hopeless,gh,"['The revealing about the importation of plantain is not only enigmatical, only a confirmation of the hopelessness that Ghana has arrived under the drunken eyes of a feckless bunch of obstreperous con artists world health organization want to apply cosmetics to make this curse appear like a blessing.']",1
