par_id,art_id,keyword,country_code,text,label
848,@@14731903,women,in,"['Yavatmal: forward push for women power, Yavatmal seems to have big for the next five as seven out of ten municipal councils across district has been reserved for women. Out of the 10, councils are scheduled for election in November - December this and the remaining will go to polls when their current over.']",1
849,@@4700842,disabled,my,"[""He said that ' s Facebook had mysteriously been on - - after the foiled.""]",0
850,@@14384021,vulnerable,au,"[""Critics say the government delivered for business and wealth, cutting spending to ' most vulnerable.""]",0
851,@@9579948,in-need,pk,"['@ wiserneighbour: ; Really good to be member of MTCR; this Hindus - tan not export any technology on CAT - 1 technology to any Country. . this means restricting yourself and binding to remain within what you have. . All MTCR member countries not export technology to other countries; Not permitted at all. ; it is like tying yourself to the pole with a rope and saying, wallah, I am now the member of the cows club with rope around your neck to a pole; Critical with meaning ful result to become member of NSG. .. For that again need to sign and CTBT. . Once done that then NSG is possible. Joining MTCR diddly; Recommend']",0
852,@@16093066,poor-families,ng,"[""Savani performed the Hindu wedding ritual of ' ' - - practice of away one ' marriage - - for 236 fatherless brides from poor families at a mega - wedding in western of Gujarat at Christmas.""]",0
853,@@2814687,poor-families,au,"['Iain Duncan - his feelings about benefits claimants clear: poor families are to be - paid cards, loaded with payments, to make sure spend money on, rather "" self - destructive habits "".']",3
854,@@16815796,homeless,in,"[""Patrick worked eight years a for law in, USA, before relocating to Hong Kong for MBA. Alongside his full - time job, he launched his own social enterprise, free and creating a work program for Atlanta ' s homeless and refugee to fix bicycles to ship a orphanages in.""]",1
855,@@8227134,migrant,au,"[""Perhaps the Indonesia navy no longer accepting bribes from the smugglers their way out of waters they were in fact concerned about the lives self ' refugees ' and migrants.""]",1
856,@@2229453,vulnerable,gb,"['Of physical, sexual suffering were inflicted upon the the church, the state and organisations, was alleged on Monday.']",0
857,@@30079939,vulnerable,bd,"['Is there a spy camera bathroom? Seoul, 8, 000 workers will check <h> In corners Korea, cameras are surreptitiously recording women when are at their most vulnerable.']",0
858,@@4097210,disabled,lk,"['Those impaired by birth or disabled by man made war, accident or traumatized in a Tsunami too have a niche on the Dance - to venture out to seek the the body is able to perform. To what extent is "" romanticized "" stage, when differently abled persons dance, remains a question to be answered, coming to terms with this vital aspect of Contemporary Dance. Judging by the full houses on four consecutive at the auditorium of The British School, I now convinced that nATANDA, the only ensemble in Sri Lanka that takes contemporary dance seriously, after hours of practice in creating a novel experience on stage.']",0
859,@@24400774,homeless,sg,"['Of Keanu Reeves more like a homeless than a famous actor. Long wavy hair, , baggy athletic clothes, no shoes and with a tired look - - so star appeared on the. However, eccentric way, which stirred whole world, Keanu Reeves has tried to shoot the third part the movie "" John "". For this role, the actor regularly visited the to look like in real assassin.']",0
860,@@1506448,hopeless,gb,"['Lucas Radebe knows what is about, and also knows just how hard the route out of poverty, hopelessness, and violence can be. After apartheid was 16 years ago, South Africa experienced a substantial economic boom. Yet for the majority of population life is anything but easy. In 2009 the unemployment rate was running at 23. 6% according to the World Bank. There is a huge gulf between rich and poor. Like many other African countries, South Africa has also been seriously affected by HIV / AIDS. 2009, 17% of all South Africans aged between 15 and 49 suffered AIDS. According to the Health Organization (WHO) this immune deficiency disease has now become the most common of death in South, even in.']",1
861,@@17010915,immigrant,bd,"[""Fowler ' s tale prompted a backlash, including a revival of the # DeleteUber, from accusations that Francisco ride aimed to profit from a protest last New ' s John F. Airport following President Donald Trump ' s executive order banning refugees and immigrants from certain countries.""]",0
862,@@10219855,in-need,hk,"[""' s decision a refinery in need of upgrade might seem sign of its expand.""]",0
863,@@23901019,women,gh,"[""And his are greeted by flag - schoolchildren event for young during International Women ' s Day, this month Photo: AP / Matt Dunham""]",0
864,@@4531820,hopeless,pk,['The job experience between two and three years advertised done nothing but to deprive youngsters of the work and earn a respectable living for themselves. It has rendered them hopeless.'],3
865,@@24215917,hopeless,nz,"['Ambulance Wellington had mobilised hours, picking up the injured blown off their. Some ambulances broke down in the. were trucked the city around, "" work "" proving hopeless.']",0
866,@@9458683,in-need,in,['Health facilities need treatment in'],0
867,@@21284324,immigrant,za,['He withdrew Turkish Airlines relations between the US and reached a point that countries suspended non - visa services for travel two.'],0
868,@@19834610,women,pk,"['She said women were now getting isolated from communities, instrumentalised, were more vulnerable, and this was a common agenda both the countries. "" We need to share, , analyse what is happening within our countries and understand the cost and consequences war for women, children men by the. ""']",0
869,@@795764,disabled,ph,"['Immediate that the Red faced was disabled medical facilities and pharmacies in Ishinomaki, which to the hospital inundated with prescription.']",0
870,@@3672846,in-need,lk,"[""This year alone, over one hundred million people are need of a assistance and protection. If that a country, it the twelfth largest the world. Everyday thousands of men and dedicate themselves to helping communities cope with and indeed recover the impacts wars, disaster, displacement, hunger and disease. Humanitarian action is reaching more people in more places than ever before. Yet the number of people in need continues to escalate, said Stephen O ' Brien while delivering his speech.""]",0
871,@@8286734,homeless,us,"['RIVIERA: Family rejection, discrimination, violence - - facts of life for many in this community. turns out one in transgender people end up homeless one their lives. And one survey, close to half attempt.']",0
872,@@30095070,women,bd,"['For wanting to start or a business, to finance is key. Seventy percent women - owned micro, small and medium enterprises (MSMEs) are underserved by financial institutions in countries. Women struggle borrow a where land is required as collateral but where very few landowners. So women - owned enterprises are smaller and concentrated in less profitable sectors.']",0
873,@@20374243,poor-families,sg,"[""Citing fact that these kids who died Gorakhpur ' Baba Raghav Das (BRD) Medical College and Farrukhabad hospital the poor, the Shiv Sena said instead of acting a ' God ' to the poor ', these government hospitals are proving to a ' God of ' for them.""]",2
874,@@24008472,in-need,au,"['"" can be completely perplexing and sometimes patients need of surgery work out much they will out of pocket, "" chief executive said.']",0
875,@@16075000,refugee,sg,"[""She to Malay Online about the ' s with refugee children shared with her experiences.""]",0
876,@@23618089,women,lk,"['"" We see decision making power women an important towards solving the challenges the world. "" - -. Joanne']",0
877,@@413235,poor-families,au,"['Children from families are missing out on school, sport and drama as "" free \' \' hundreds of dollars in educational.']",0
878,@@20928608,homeless,sg,"['Nearly 500, 000 Rohingya people have fled from Myanmar since August after violence in the western state of Rakhine. Considered to be Muslim minority Myanmar, these have suffered immensely due to their identities over the past few years. Not considered an official ethnic group by the Myanmar government, they have been termed immigrants and have denied Myanmar leaving them homeless.']",1
879,@@21590186,immigrant,my,"['Italian missionary, . Cabrini Dec. 22, 1917 spending of her life working with Italian in United States.']",0
880,@@24188457,in-need,ke,['Dennis insisted that his initiative was any way sponsored and purely driven desire women in need.'],3
881,@@25829215,vulnerable,my,"['"" We will support people society public alerts during spells of hot, providing advice to schools, and taking steps tackle overheating risks in new.']",0
882,@@25569923,poor-families,pk,"[': Pakistan Tehreek - e - Insaf (PTI) Balochistan President Yar Muhammad Rind has said that PTI will be victorious 25. "" victory, education and sectors will given proper attention as we hand over pens to the children of poor families, "" said the PTI provincial president while addressing a corner in Naseerabad on.']",4
883,@@19827616,immigrant,ca,"[""The Toronto Playground Association scored a few early victories, including model playground at the Canadian National Exhibition and a $ 25, 000 donation towards the purchase of property from Edmund Osler, businessman and politician who chaired the Evangelia board. But the city ' s attempts to expropriate proved more costly than expected, delaying parks such as Osler playground, near Rd. Dundas St. W. , and the Elizabeth St. playground, of Dundas St. W. in The Ward, a immigrant - considered by city officials to be slumlike.""]",0
884,@@1230756,immigrant,gb,"['The select committee said number of - - which includes 174, 000 missing illegal immigrants - - is equivalent of population of.']",0
885,@@1212315,immigrant,in,"[""Indian immigrants across world are flocking back into the country like migratory birds post winter. A recent study by Kauffman Foundation titled America ' New Immigrant shows that while third tech start up in the US has an Indian, the US ' frigid immigration, the percentage of - founded startups has declined from 52. 4 percent to 43. 9 percent in Silicon alone.""]",0
886,@@2431095,women,us,"['One of our clients, Post AG, was about to launch a new app called DocWallet, a service to securely store access important documents from device. They access to a very specific user group and businesswomen that had an iOS device as well as a Mac or Windows. We managed to test their service for functionality, as well as usability issues by right people on the desired devices, detecting several critical issues and providing valuable that has since implemented.']",0
887,@@15589219,migrant,ke,"['Castro was on. , in Biran, in Holguin Province, as of Spanish immigrant Castro and Cuban farmer Lina.']",0
888,@@24864214,immigrant,bd,"['Paris Mayor Hidalgo on (May 28) praised heroism of a Malian immigrant the four - building in the north of the capital to save a child hanging from a ledge, saying the city will his. ..']",0
889,@@1809331,homeless,tz,"['"" yet I feel superior, "" he smiled. "" Every white person on this plane superior to a black. The guy who up garbage, the homeless white trash on drugs, feels superior to you no matter his status or education. I can pick up a from the New York streets, clean up, and take him to Lusaka and you will all be crowding around him chanting, muzungu, and yet he \' s a riffraff. Tell me why, my angry. ""']",0
890,@@18463827,refugee,pk,"[""Scope of Trump ' revamped ban, signed in March, was from its original version in January, travelers from seven - Muslim, including Iraq, well as all refugees.""]",0
891,@@14677715,hopeless,sg,"['But it was one had divided the for generations, successive what seemed without end and Marxist rebels into the for amounted to a hopeless insurgency.']",0
892,@@7610161,in-need,pk,"['It is unfortunate that our electronic media has made effort to develop a broader school of ideas. The fact that it did publicise the Qadri protests or create hype over them was reportedly because of the warnings issued formally by Pemra and less formally other powerful institutions within the country. But beyond these warnings, those who have access to the that mould public opinion must think about can use this power and they can do for a country badly in need of a goal.']",0
893,@@8035357,vulnerable,gh,"['Zhu Xuhui, a nuclear expert, pointed to the fact that, the largest. . in, has stored more than 47 metric tons of weapons - usable - - enough to build over 6, atomic bombs and vulnerable to natural like earthquakes and theft by terrorists.']",0
894,@@40042424,vulnerable,lk,"[""Are all taking of miles electric fences. .. .. .. .. why ca n ' t the confine the railway line between electrical fences in this vulnerable stretch and a under - for elephants to. .. .. .. .. . we become a set of after an incident without any proactive solutions? ???""]",0
895,@@19833153,immigrant,in,"[""Donald Trump announced his support for legislation that would cut in half the number legal immigrants allowed the US while to ' merit - ' favouring English - workers residency cards.""]",0
896,@@1850884,in-need,tz,"['"" We believe that at least solve of the problem we have many farmers who are in of tractors.']",0
897,@@22626539,immigrant,bd,['Immigration counter that one qualifies for a because a relative is the United States. All immigrants security vetting and face - long waits before they are a green light.'],0
898,@@26253836,disabled,my,"['Last month, Dr, in an interview with RTM, assured marginalised disabled that would be equal the education.']",1
899,@@19849960,hopeless,us,"['Spieth, who went on to win the British, said he intended from to take a one - stroke penalty for an unplayable lie. He has failed times at recovery shots from inconvenient to recognize hopeless lie when his ball comes rest in one. <h> An error has occurred. try again later. <h> You are already subscribed this email.']",0
900,@@22933161,immigrant,ng,"[""The Africa Union Commission by US President Trump ' s comment on immigrants from Africa.""]",0
901,@@19810870,in-need,ph,"['"" There will be new right - - acquisitions, there in need, "" she said.']",0
902,@@9026021,disabled,pk,"['During his visit, the COAS detailed briefing on the project of state - of - the - art Visual Center for visually - disabled soldiers, includes computer lab, Braille, recreational facilities.']",0
903,@@10299542,refugee,gh,"['According to the UN Higher Commission for refugees, Lebanon hosts more than 1. million Syrians who fled their war - torn country against administration of Bashar Assad that broke in.']",0
904,@@20642572,refugee,in,['refugees settled in 1962 - and entered?'],0
905,@@7348302,migrant,au,"[""An enforceable integration to assess aspiring migrants ' life""]",0
906,@@19024587,homeless,bd,"[""People, including children, shelter at ' s substation are left homeless by a that hit hill district on Tuesday, June, 2017. : Prabir Das""]",0
907,@@23383097,vulnerable,ie,"[""In it can as much, Ireland ' canny captain offering insight into where thought Wales would be.""]",0
908,@@24917870,vulnerable,ca,"['"" There are days we have patients in there who are especially in very difficult situations, who had to make heartbreaking decisions about their and their pregnancies. To have somebody out there a \' stop murdering babies \' sign accosting as they in is very, "" said.']",1
909,@@4561842,homeless,jm,"['Level crime and corruption often used to win political power, as as to out fiefdoms to be by self - styled gods, has Jamaicans dead, others homeless and caused some to flee beloved nation.']",0
910,@@25769487,women,pk,"['Maintained that political parties \' leaderships must be aware of the value of women voters and tailor - based political campaigns. "" When maximum people exercise vote, better leadership be elected, which will certainly change. ""']",0
911,@@706981,poor-families,nz,"['Those from poor families leave without, have before they were 20, commit crimes, on welfare and have addiction other mental problems in adulthood.']",4
912,@@21891082,immigrant,my,['Nur said discovery and the a success for the Immigration Department in to combat prostitution involving illegal in this country.'],0
913,@@16621430,in-need,au,"['"" There are people who are struggling to make ends just ironic that in a country Australia where we are so blessed much land and so much fertile country that we \' re not able get the food to people in need. "" <h> Feeding \' s']",2
914,@@20753400,in-need,my,"[""To, Pesron in its efforts improve their ' performance and chances of making the Tokyo in 2020 need of financial for full training and.""]",0
915,@@8124390,women,gh,"['She continued, "" I stepped from hiding behind fabricated version of myself. no longer put actions behind my fears and insecurities. I made a choice to redirect my energy to be for change. create a channel women to the truest versions of, along with. ""']",3
916,@@22167003,hopeless,bd,"[""Bought shares in (ASC) 4p and they of course went to? 80. .. . that was seen as far risky by most as is Sos. ASOS was also hopeless too at the start. .. the told me on the phone was in the warehouse packing the big orders. .. which was sort of inside info I suppose. Indeed they were. .. . Victoria ' s pearl copies were a big hit.""]",0
917,@@16679737,migrant,nz,"[""But this year ' s Budweiser ad released Tuesday featuring an immigrant ' s travel to. S. became suddenly - Busch executives were expecting, released days after President Donald Trump ' s Friday temporarily banning and nearly all citizens from seven Muslim - majority countries.""]",0
918,@@21721527,disabled,gb,"['Kamran Mallick, chief executive of Disability, : "" report makes unsurprising reading - - disabled people have been for many years that are increasingly struggling get by.']",0
919,@@3355115,vulnerable,ie,"['"" It is a matter of significant public interest that the of vulnerable girls in situations are protected. It is in everyone \' interest the is in this area, "" he added.']",1
920,@@20568455,disabled,ke,"['The First Lady - the women President Kenyatta takes of women very seriously to ensure that vulnerable, widows, and persons are and continue to protected.']",0
921,@@17258613,hopeless,ke,"[""The were criminally hopeless. People, how can a host win a world rugby championship and then proceed to host a highly successful football World Cup and many other big, produce a states man of repute like Nelson Mandela, they ca n ' get the matter of lopping off a ' s foreskin right?""]",0
922,@@60014607,refugee,pk,"['Radiotherapy uses - energy to cancer cells and treat tumors in the body. will also provide training to the technicians to the equipment effectively. The new will some, 000 treatment sessions to both Pakistanis and Afghan refugees in 2019.']",0
923,@@15895765,vulnerable,hk,"['Now fourth year, the Disaster Preparedness Forum (DPF) will address the need to disaster resilient and schools for vulnerable communities in Asia at scale. This \' s theme "" Better Now "" reflects the significant economic losses and in the region due to disasters. will focus on the for more strategic and greater investment to our communities safe and resilient to the devastating impact of disasters.']",0
924,@@40015234,migrant,sg,"[""Kakabaveh is in her criticism of ' s shortcomings integrating immigrants, it grade.""]",0
925,@@19367167,refugee,hk,['The is the Group of nations make the poor refugees a priority of their summit.'],4
926,@@21750421,vulnerable,ca,"[""There is nothing more important to me at this moment than being able to help anyone else from going through what I did enforcement, and want to be able to do it as soon as. I want shift my disappointment with Franken into a sense of gratitude for every amazing woman and survivor of sexual assault that I ' ve been blessed to meet along the way. And I still have faith that we starting to shift the culture around sexual assault and harassment and that we can create society stands up for vulnerable.""]",1
927,@@19309741,women,pk,['Women look from a window in Lahore.'],0
928,@@1847890,vulnerable,tz,['The government should provide support to orphans and other children. It also needs strengthen to eliminate illegal primary school contributions which many are unable to afford. It must number of children in the country who with their primary school.'],0
929,@@20900747,immigrant,lk,"['"" Diversity Visa Lottery randomly the opportunity interview for an immigrant and become permanent residents of United States, "" the in a statement.']",1
930,@@8974827,poor-families,sg,"['First of the LASED project, which ran from -, eight SLCs - - to be distributed families with few assets.']",0
931,@@3459975,migrant,in,"[""KOLKATA: has never been an officer who sat back and allowed things to remain they were. in charge of correctional homes in West Bengal, he gave top to human rights and reform and rehabilitation of. Later, in charge of the Border Security Force (BSF) in India ' s eastern theatre, BD Sharma not only helped improve ties with Bangladesh ' s border guarding force Border Bangladesh (BGB) but won the of in the neighbouring country by ensuring education for an illegal immigrant ' s child and finally sending her home.""]",4
932,@@40018161,vulnerable,sg,"['"" Laughter improves mood, than to offset damage of stress and feelings. Because these negative emotions increase production of stress hormones that suppress immune. As a result we become more to, "" she said.']",0
933,@@21390657,vulnerable,ke,"['? Farmers vulnerable, and it is therefore important be prepared at household level and, through involvement, to curb this violent onslaught. One of the for participation in rural is the of the Rural Safety Strategy. Becoming more proactive means that the individual and the community must be ready and any event and is only possible when farmers and farm workers are involved in the structures of organised agriculture.?']",0
934,@@979048,homeless,ph,"[""The city government has so much money but does not provide housing for its homeless people. Quezon City is still the squatter capital of the. The government is overbuilding Quezon City because it has too much money to spend. Why not use that money establish more? For a city as big as Quezon City, it should have a park like ' s or New York ' s Central Park. It should be able to keep the city neat and. It should be able to give its taxpayers more benefits.""]",0
935,@@8346301,hopeless,ke,"['His, , an expert in human resource development macroeconomics, rural areas are also fertile grounds for recruitment due to levels of, hopelessness.']",3
936,@@20906072,in-need,ie,['Laois called on to up Community Chill food <h> those in get more donations'],2
937,@@138609,immigrant,ca,"['After several days of discussion and the westward extension of the small province to include Portage la Prairie, the of 1. million acres was determined as the total be set aside for distribution to the M? t is children. Second only to the amnesty question, the of how these lands were to managed dominated the balance of negotiations. the table it agreed that the provincial legislature would control the distribution of the lands to the families who would then allocate them to their children under supervision to ensure the birthright not fall into the hands of or new immigrants.']",0
938,@@4925086,in-need,lk,"['Another case clear deception (there are many more) is the budget proposal for private companies to manage export processing zones. The Finance Minister \' s said: "" Item - - The existing Export Processing Zones (EPZs) are badly in need of a if we are to retain and more investments. I therefore propose to entrust the management of these zones to private sector Management Companies with the necessary skills. The BOI will also actively engage in setting up of new EPZs and once they operation, the management of new zones will also be vested the private sector Management Companies "". However at a meeting with trade unions on Tuesday, the Prime Minister said there is change in the of the Board of Investment managing the zones and there was no such change stated in the budget!']",0
939,@@18657252,women,ke,"[""Trailblazers will again walk a tight against slippery Umoja. Trailblazers Ulinzi Warriors 69 - 40. In the women ' s Premier League, Co - op Bank, who carelessly away a 32 - 29 half - lead to lose 61 - 55 to champs Equity Bank, have another tricky date experienced Strathmore University coached by Ronnie.""]",0
940,@@18651055,immigrant,za,"['Despite, Dube out that immigrants and South African citizens linked to terrorism were an of great the safety the for the.']",0
941,@@19131317,poor-families,us,"['"" Senate bill, unveiled today, is health care bill, "" wrote a Facebook. "" It \' s a massive transfer of wealth from middle - class and poor families to the. ""']",0
942,@@4385308,hopeless,za,"['"" No - will ever how hurts. You feel, like save you.']",0
943,@@17639281,homeless,lk,"['He conveniently forgets the missed population from the north who not resettled the then government or current government for whatever the reason, political or otherwise. evicted Sinhalese people in thousands are still homeless and landless the scattered across the island with relatives etc. that discussion point Hilmy is not Sri Lankan but only Muslim.']",1
944,@@22448660,refugee,jm,"['Staff of the non - rescued 134, who were attempting to cross the Mediterranean Sea from to Italy Tuesday.']",0
945,@@16915244,disabled,lk,['A group of disabled war veterans staged a protest outside Presidential Secretariat today against the discrimination government computing pensions. The protesters claimed that their monthly pension was lesser than amount which would be given to ex - who in the forces for a period. They said all retied soldiers should be paid a similar amount as pension regardless of their service period. Pix by Pradeep Dilrukshana'],0
946,@@19461491,women,jm,"[""While growing the country, those labelled as ' bhuttos ' invariably exemplified rebellious nature, with shirts not tucked into, shoes without socks, hair not combed, and women pants, without.""]",0
947,@@4576726,migrant,my,['Najib added credit should be given to his Barisan (BN) for setting up Royal Commission of Inquiry on illegal which heard about the so - called.'],0
948,@@1052010,refugee,ca,"['On Sunday, his for the tens of thousands of Syrian nationals have to refugee in Lebanon Turkey. He said are being persecuted and are wholly dependent on - governmental organizations for their wellbeing.']",1
949,@@20267084,women,ca,['The inquiry into missing and Indigenous women and is mired in controversy. Dozens of aboriginal communities remain under - water. The Liberal is being called by the Canadian Rights Tribunal for underfunding health and services on reserves.'],0
950,@@25960757,in-need,my,"['He added fact, the of infrastructures and in the whole in of major, particularly its road transportation systems.']",0
951,@@18505340,homeless,sg,"['Together with wife Vicky, Chris & amp; Vicky, a that works with vulnerable. The currently focuses protecting these children from the of homelessness, poverty, abuse and neglect. <h> 7. Cuba concert']",3
952,@@21021117,homeless,ie,"[""Bombarded by, homelessness, you might Eoghan ' Driscoll has been to and back. But he is finding a new balance painting. : Lanigan""]",4
953,@@24120079,vulnerable,lk,"[""The Monetary Fund in said Lanka ' remained vulnerable to adverse shocks to its large public debt and low external buffers. The government must an estimated Rs. 1. 97 trillion in 2018 - a record - - including US $ 2. billion of foreign loans and a total of US $ 5. billion in interest.""]",0
954,@@17443134,immigrant,my,"[""Hawaii case one of were moving through courts on brought states ' attorneys and immigrant advocacy groups.""]",0
955,@@23778313,poor-families,in,['In a major towards providing Universal Coverage - promise made by the Narendra government - Minister Arun in the Union Budget announced a National Health Protection Scheme (NHPS) providing insurance to 10 crore poor families.'],0
956,@@14059652,in-need,lk,"[""Having suffered to back series defeats, the Sri Lankans were badly in need of series. The captain was made to apologise after a tour to. Both mentally and physically the Sri Lankan players going through hell, playing in tough conditions away from. They pushed to the very end of the points table relegation on site. Hence, exploiting a team ' s weakness and executing a plan should be discouraged or condemned by no means, in the middle of a series.""]",0
957,@@21728965,hopeless,jm,"['Recently, my feelings hopelessness have increased to point where have been. feel isolated, tense.']",0
958,@@25640950,immigrant,ph,"['"" a boat with 450 board has been waters patrolled by Malta, which has responsibility for, "" Salvini wrote on Facebook.']",0
959,@@662217,vulnerable,gb,"['Co - founder Motivation, David MBE, : "" Disabled can the most vulnerable a disaster are often rescue and services.']",0
960,@@19682682,homeless,za,"['Jika residents returned home Saturday afternoon to find razed after broke out, leaving families homeless.']",0
961,@@20769382,poor-families,my,"[""' s Cottage for from families - - some who were only there during others stayed there.""]",0
962,@@14978868,poor-families,ng,['This not a case in as number of poor families marry off young daughters to save costs of them up and also to money the.'],1
963,@@17686068,immigrant,gh,"['Let me your indulgence just a moment to pose: Which independent on this planet (Earth) its, regulators and law enforcers idly while some foreign illegal immigrants despoil natural and denude the?']",0
964,@@9193903,disabled,us,"['Make room on the - man, Ryan Vogelsong was transferred to the - day disabled list two days after undergoing to repair facial sustained when he was hit pitch May 23. <h> policy']",0
965,@@19164648,hopeless,ie,"[""calls for Henderson to ' hopeless ' Lions scrum tight five""]",0
966,@@4615045,homeless,jm,['The group became so highly concerned with a homeless man whose plight brought to national attention by the local news station when Tropical Storm Nicole struck the back in September 2010 that they with the. Joseph? Golden Age Home to have the homeless man admitted as a resident. It that episode that the impetus to make the St. Joseph? s Age Home Christmas Treat a annual charity event on the social commentary? s calendar.'],2
967,@@2294013,migrant,hk,"[""Another burning issue raised the affair the of migrant for a live - out option, to replace today ' s compulsory requirement domestic workers to stay their. Eman agrees that, rather than mainly an economic question, the Hong Kong government ' s insistence upon the live - in rule represents a form of control over migrants - - to limit social interaction.""]",0
968,@@2906135,vulnerable,ca,"['"" The are serious and. were vulnerable, accessible and trusting, "" provincial Judge Janice Lemaistre said Thursday.']",0
969,@@22668884,immigrant,ca,"[""However, said immigrant urgently need treatment and counselling health - care providers who or, and that ' s Roshni - - means - - will offer.""]",1
970,@@531634,poor-families,ie,"[""Mushatt ' has a in where of poor families overcome ailments beset them during tenement days of poverty.""]",2
971,@@1879495,hopeless,gh,['Oscar who was not perturbed read political meanings into his comments on Facebook seems fed up and with the current economic situation and energy crisis in country that Dramani and his government lack the helm of affairs.'],0
972,@@8196873,refugee,in,"['Patna, Apr (PTI) Taking dim of denial of terminal benefits to from Bangladesh (erstwhile Pakistan ), the Bihar State Commission (BHRC) the Purnea DM to depute the Nodal ADM / Additional Collector to appear it on May 19 next with Action Taken Report.']",0
973,@@4753760,refugee,ie,"[""Compassion for the coupled with at how easily Europe ' s borders were ignored, tensions inevitably mounted. In September, the Government announced that Ireland would take 4, 000. But by, just 100 had been resettled.""]",0
974,@@25396513,hopeless,gb,"[""Is Time Can Be A Villain Or A Hank Thomas. It an appropriated image from a 1984 edition of Ebony Magazine, which shows version of how Michael Jackson might look like in the year 2000. At, the fact that they so hopelessly wrong is funny, and then it is n ' t.""]",0
975,@@20774354,refugee,gh,"['As of Tuesday, 400 of the refugees arrived by road from into the district and double figure entered neighboring district - Bunkprugu /. were over at entry points and were reports of crossings.']",0
976,@@14738538,women,jm,"['According to the US, the initiative "" will address opportunity gap for youth, especially women, by empowering entrepreneurs and civil society with training, tools, networks and resources they need to transform societies and fully to economic development prosperity, security, human and good governance in the hemisphere "".']",1
977,@@4703236,in-need,jm,['Residents claim the type - is at the seams and in need of treatment as is ill - to deal with hundreds of persons who medical there on a daily basis.'],0
978,@@2576131,in-need,ca,"[""Hydro the review panel in January to look the utility ' s performance the storm and practices that worked well and identify in of.""]",0
979,@@2076206,migrant,gb,"[""Duo became the ' go - to ' for gangs north London by selling passports, driving and national cards criminals and illegal seeking identity (pictured )""]",0
980,@@9144213,refugee,my,"['At least, 000 people have the civil war in Syria. Millions been displaced of those refugees abroad.']",0
981,@@20060097,hopeless,ke,"['But in a majority our, commonality is that Greek people always willing to you, to direct to go because you look hopelessly and show a good time in their country.']",0
982,@@24299294,refugee,in,['Hosts now critics of'],0
983,@@24873949,refugee,pk,"[""Grew a in and returned to after the of Taliban in 2002. completed her degree in Kabul before a scholarship to study a master ' s in public policy at Oxford.""]",0
984,@@13933734,poor-families,ke,"['In the early the government introduced the prosopis julifora bush - in Baringo as an economic. is, grows fast in climates and provides wood, charcoal, firewood and animal feed. has many families in India.']",0
985,@@4575056,women,bd,"[""Suffers because of population density, poor land - man ratio (1: 16 decimals ), slow economic growth, massive unemployment and huge working age population relative the size of job market. Though the government and NGOs have identified over - population as the number one, there is no attempt to make them skilled or them in mainstream development activities. Huge investments have been made in FP programmes, but we could not achieve the objective of those programmes till date. However, family planning and population must continue to be priorities. If we are serious about saving women ' s lives as well as achieving development, family planning must remain at the of the.""]",1
986,@@16039256,homeless,gb,"['Wally of MP just wants his name in the press, what has ever achieved fro Southend, what did this idle wally do to the scanner at hospital. .. zero! raised in parliament the fact that his was mummies birthday, but forgot mention the homeless families on our streets.']",3
987,@@20682516,disabled,au,"['Ms Lim \' s claims come as a highly critical report, released on, that the number of "" allegations of ill - treatment disabled in South Wales. .. are unacceptable "".']",0
988,@@18844155,vulnerable,my,"['Airbus won no new A380 orders in 2016 Iran opted to go ahead with outline deal for 12 planes. At the same time, the manufacturer handed over aircraft. Subsequent had reduced the backlog 107 as of 30, though some of those may to cancellation deferral.']",0
989,@@4426007,hopeless,us,"['But then, finally, you layabouts at the Upjohn Company brought Rogaine to the market in. Now, by this time, either my hair had a strange flesh color my scalp was fully in view. Regardless, I tore open package and awaited my future. .. only to read in the instructions "" applicants "" (I swear God, it called us "" applicants "") whose scalps were "" fully visible "" were "" less likely to experience full rejuvenating effect. "" In other words, while those damn furry lab rats were getting Michael Jackson - sized dosages of my miracle cure, the salvageable follicles on my head dwindling to the point of hopelessness. Like Titanic passengers sinking into the as dawdled.']",0
990,@@25915411,disabled,pk,"['The ability tests for posts the dental surgeon (- 17 ), dental surgeon (minority quota) (BPS - 17 ), dental surgeon (quota (BPS -) dental (female quota) (- 17) will be held September.']",0
991,@@4601859,poor-families,pk,['Valerie Siddiq: My goes to all the and the. grant tolerance all race and religions.'],4
992,@@14137551,immigrant,lk,"['Earlier, he met Mexican Enrique Nieto but said had not discussed the wall. The President later insisted told Trump, Mexico would not pay. There had been speculation the Republican candidate would back his plan to deport the estimated 11 million undocumented immigrants living the US. <h> Local News']",0
993,@@7419640,homeless,au,"['Across pizzas be delivered on Saturday night, with leftovers donated to local shelters.']",4
994,@@20614587,migrant,us,"['The on a somber note. A young Irish immigrant named Jim has killed himself for what appears to be the most capricious of. was a man, are told, who believed "" the hours of his life. .. himself alone. "" Later, darker aspects of his personality emerge.']",0
