par_id,text,label
2255,"HIV prevention and care programmes can become more sensitive to the needs of migrants and refugees, listening to their concerns and prioritizing their needs.",0
8920,The team will then pack the items in Christmas bearings and give them to homeless and less fortunate people around Krugersdorp.,1
5975,"When we asked Eni how Bethune gave her this conviction, she replied: ""When Bethune offers help to those in need, they do not ask to be compensated financially or through voluntary work. I was surprised, since I have never met people with this kind of mentality. """,1
2443,"In the photo, the unidentified man can be seen lying on the floor -- apparently dooting off -- while wearing police uniform, with his state-emission gun vulnerable to anyone to grab.",0
1273,""" Privatizing profits while socializing debt only increases inequality. We need a political revolution that rethinks how we can use public responders to build a more equal society. In Australia the current political debate is dominated by the scapegoats of the most needy.",0
9647,"An analysis of the requests of federal local prison officials to keep migrants suspected of violating the US immigration law found half of the so-called ""detentions"" were placed on people who had been arrested, but in reality they had no criminal conviction.",0
3030,"The security situation in the country has been volatile with crimes committed by illegal immigrants. ""No people coming to the country have problems, "" he said, noting that many criminals.",0
367,"Aotearoa Against the Muslim Ban condemns the bans on racist immigration and Islamophobia ordered by the President of the US Trump. A protest rally was organized for February 7, 18 pm in Aotea Square in solidarity with those affected by executive orders of President Trump to implement a 90 day ban on people from seven Muslim majority countries and 120 day ban on all refugees, with an indefinite ban on Syrian refugees. More than 2000 is expected to attend the rally in Aotea Sq.",0
6055,"IdeaRaya spokesperson Maryam Ramli Lee in an interview with Malay Mail Online, September 10, 2015. For human rights, Idearaya is sparking a holocaust about marginalized communities, such as refugees and migrant workers, while her focus on this year's philosophy would be to educate children to express themselves philosophically.",1
9695,News <h> Bahamas Gov't denies profiling Haitian migrants,0
935,Laois benefits invoked for registration for Community Chill campaign food <h> Help those who need to get more food donations,1
795,It has been 20 years since his son Marseilles of Algerian immigrants marseille-nascit marseille double as France beat Brazil 3-0 in the 1998 World Cup final.,0
9244,Crisis: Migrants and refugees wait to board a bus after the Slovenian-Austrian crossing,0
6343,"HURIWA continued that, "" Particularly disturbing and disturbing is the plan denounced by Mr. El-Ruffai to demolish the Catholic Parish fully developed in Mando, in the center of the state capital and the Gbagyi community- a periphery of the state that will make thousands of homeless people even when concrete compensation or resettlement plans have not been completed.",0
8027,"Most elderly people and disabled people with care needs have to pay for their support for the end of the next parliament unless the next government changes spending priorities, social service leaders are warned.",0
2722,"And becoming a substitute has become a viable option for many American women, especially military moves that use it as a supplement to income and as a way to help those in need.",0
1526,"The EU signed a migrant agreement with Ankara in March, in which Turkey would return refugees seeking asylum in the EU in exchange for a package of multi-million euro aid and political concessions, including a visa-free regime for Turkish citizens.",0
9825,The agreement aims to drastically reduce migration flows to the bloc in exchange for humanitarian aid to refugees and to speed up access to Europe for visa-free Turks.,0
9398,"Mzbel, in his acceptance speech, said a disabled person, despite his disability, was like every human being, even though they can be confronted with a physical or mental challenge in one way or another.",1
5565,"It is who wonthee people wonted want waited from us: 'a proof that you care about the Tunisian revolution and the unarmed people who faced a criminal dictatorship, and sacrifice their lives and are wounded, so that we can raise our voice today and say to ourselves that it must be said. 'These are the words of Mohamed Salah Abidjan, whose son Shady Abidjan was at the center of the internet revolution in Regueb and was disabled by bullets from a Franco-Atrat of the police.",0
8468,"Evidently I live in another country. Why 99% of Ukrainian immigrants working in Russia ordinary workers. It tellers, repairers, builders, plumbers, all those who were called ""shabashniki. "" Yes, and Ukrainians call themselves ""operators, "" i.e. those who go to work.",0
2815,KP sets registration deadline for Afghan refugees,0
2655,"Some aggressive market women in Kasiem in Kwabre East District of the Ashanti Region sent an SOS message to President Nana Addo Dankwa Akufo-Addo, informing him to do his best to assist them with subsidized loans to trade with.",0
7846,"A desperate Europe, unable to cope - - The EU has a tendency to hype or agree ; Wolfgang M? nchau says ""I do not want to lower the role of the ECB. His liquidity politicians prevented a calamity in August 2007, and then in autumn 2008. But also delayed a resolution to the political crisis. Europe's banking resolution policy is the ECB, and only the ECB.",0
8759,"""There are a lot of visitors who are confused about halal restaurants.There are some restaurants that just put the halal logo, but the food's not halal,"" said Mao Hasan de CamTours, an agency that specializes in tours for Muslims. <h> Two women prepare halal sausages north of Phnom Penh.",0
438,"LUSAKA Zambia ( Xinhua ) -- Zambia's Immigration Department said Wednesday that it had arrested at least 45 illegal immigrants in Lusaka, the country's capital.",0
882,,0
5209,"Judi 17 December was the most chaotic day in the already turbulent history of the Channel Tunnel according to TLN. According to the organization of transports 7000 trucks passed through the tunnel that day. The full capacity of 200 cars per hour did not prevent a brief traffic jam at the end of the magna, after which the swarm of migrants crowded to the trucks seated as formigs. This caused about a thousand migrants to try to get into trucks in England through coordinated efforts.",1
8811,"@Good Governance Forum : The worst part is that the government does not seem serious in dealing with the issue. Provisional and federal governments have passed the blame on each other, which is indicative of their reluctance to solve the problem. Where you should go and who you should raise your voice to. Karachiites are going through an impotent and desperate situation.",1
1582,No one knows why some women captured and abused became killers. Maybe it was the indoctrination. Maybe it was the militants' menacions.,0
1800,"The Democrats want to prevent the deportation of about 800,000 immigrants currently protected by an Obama-era program called Action differentiated for Childhood Arrivals, or DACA. Trump still wants his border wall, even if he's toned down what it means. Conservatives are cautious, fearing that it will hurt a soft compromise.",0
5938,"In 2014, KCR had promised to build houses of 2 bedrooms for the homeless and those living in houses of straw, each one Rs 3 lakh coast.",0
4407,"With this in mind, Port International supports various projects every year to help local communities. Last year, for example, we invested in new homes after an earthquake in Ecuador made many families without telecommunications. Since 2015 we are supporting a football project in Peru. This project aims to provide children with good leisure and prevent them from penance on the streets.",1
925,,1
7328,"Cranes are also vulnerable to human population growth, drainage of swamps and other activities causing decline in wetland habitats used as nesting sites.",0
3664,"The refugee crisis is exacerbating the economic problems that have agonised Greece, giving a hidden impulse to extreme right-wing movements such as the Golden Dawn, which has already gained ground in Greece.",0
10011,"A basic group has raised the government to consider a negative income tax for poor families after a scheme of low-income family benefits benefit munt less families than expected.The government had projected that 200,000 families benefit from the scheme, implemented in never the year before.",0
8205,"In an unmarked brick building, just a few blocks from the Mexican border, immigrant parents, grabbing birth certificates and asylum papers and sitting on folding decks, waiting to use a single, shared fixed phone.",1
1052,Border police also found two other migrants hidden in false compartments embedded in a car coming from Morocco.,0
8819,"The Hong Kong court of Tuesday denied the refugees of the city's -- some of whom live in favela conditions -- the right to work, disappointing militants who say the decision is likely to force more refugees into deeper misery.",0
4604,"Wide Eyed and Ignorant is a pop album; considering that A House are advocates of dististically off-kilter, shambolic, irremediably romantic school of pop founded by The Go Betweens way back when <h> Rain crooked rain crooked rain <h> MARTIN STEPHENSON <h> Acoustic sessions <h> AT THE ROAD",0
4815,"Obviously, our situation is not hopeless unless we all agree that it is. We should not even reinvent the wheel, because many world cities have successfully implemented solutions to similar problems with traffic.",0
5901,"Nkaissery said that a comprehensive repatriation programme would be implemented next month at the expansion camp, the Somali refugee house since the outbreak of the civil war in 1991.",0
1599,,0
4980,"There is nothing wrong with a capable body person who uses the disabled toilet if they are occupied standard, because they are rarely in use. Toilets disabilities occupy a huge amount of surface, dislocating at least 3 cubicles and a mens gow and help cause those. Courtesy dictates that when the casual wheelchair person sells on the body climb apart. What stupid title for an article of a non problem.",0
10333,"With increased levels of stress in the body, a person also becomes more vulnerable to other chronic stress-related conditions such as cardiovascular disease, depression and diabetes.",0
2649,Rol : The Game (A contest of stunt and creativity at the entire festival) is in need of a vile and in my generosity and humility I accelerated to become the Malord.,0
5690,"Under the aegis of the SELDI (South East Leadership and Development Initiative, SELDI), the movement comes from ""a near hopeless state that has happened to the south-east since the end of the civil war and especially since 1999, when the democratic experience that is present has begun.""",0
7091,"""Someone to tell me that depression and despair were normal. That was not my fault. That I wasn't broken forever,"" he continued.",0
5217,"Kingston, he emphasized, is located in a vulnerable area from here the need for the Jamaican authorities to put in place measures to address an earthquake management program.",0
9727,"The U.S. military were asked by the Department of Homeland Security to house and care for immigrant families by totaling up to 12,000 people, the Pentagon said on Wednesday, in the last sign the military are attracted to a supporting role for President Donald Trump's immigration policies.",0
9675,"Paris police department said the authorities were in the process of purifying two illegal refugee camps at Porte des Poissonniers, in the northeast of Paris PHOTO : REUTERS",0
2189,"""Addressing the IMF for assistance is not insulting,"" the spokesman said, adding the IMF was created to help countries in need of financial assistance.",0
3379,"Punjab has 54.98 million CNIC carriers and 45, 146 ( 0.08%) of them have been registered as invalid. Baluchistan follows in terms of fewer number of invalid card holders. Of 3.67 million CNIC carriers in this resource-rich province, there are 3533 ( 0.09% ) are invalid.",0
406,Demonstrations of protests held against residence certificates at Hindu refugees,0
6083,"There followed a crippling drought caused by El Nino, which burned much of the region last year, cultivating crop production and leaving millions in need of food aid.",0
9664,"Several neighbors said AFP the 43-year-old Scott was disabled, and had a gagarit among other issues.",0
1824,Clark was charged with abusing a vulnerable adult and stealing serious crime for illegal seizure.,0
4607,"Participants will begin plenary discussions on some of the prominent migration issues, including: 'Conflict, forced migration and international politics', 'Migration in Africa: defining governance challenges', 'Immigrant integration, transnationalism and social relations among migrants from sub-Saharan Africa', 'Impacts of displacement on host communities in Rwanda and Tanzania', among others.",0
2779,"In such moments, the principle of Christ warmed the hearts of the brothers and sisters. ""When I was hungry, you fed me; when I was thirsty you gave me drink, when I was naked, you clothed me, when I was evil and without ted you welcomed me into. ""Welcome to my kingdom! <h> The distorted body was led to a funeral home",1
7339,"Refugees who are allowed to work contribute in a net positive way to their account economies everywhere the phenomenon has been studied. Perhaps more important for those who wish not to host long-term refugees, the refugees who work are more likely to return home before, not less. ( More details in my article here : http : **57;542;TOOLONG )",0
4658,"Peter Bellew, CEO of Malaysia Airlines, responds to the complaint of disabled passengers, says the national company is now adopting 'golden rule' for the benefit of customers.",0
3607,"The CSU has repeatedly beaten heads with the Chancellor on Migration Policy, demanding a limit of 200,000 migrants and refugees per year. Merkel has widely rejected the proposal of the CSU leader Horst Seehofer of Horst Seehofer as unconstitutional.",0
3541,"If you tried to do the same, you could face personal bankruptcy! Since you do not have a limited liability company to protect you, you are much more vulnerable to the disadvantages of the lift.",0
4930,"Statelessness is, however, often the case of children growing up in poor families and lower socio-economic subdivisions, with higher crime rates.",0
10331,"""For the children, it shows that someone loves them and cares about them to follow,"" Direc Sherrie Gahn told the Sol de Las Vegas after the recording. ""When he lives in an existence where everything seems so desperate, it's an amazing gift that will never be forgotten.",1
8386,Somali asylum seekers were invited to report to Dadaab while those from other countries are invited to report to the Kakuma refugee camp.,0
4258,"While locally made electric cars will soon be ready to test, the minister said the project is still in need of investors, local preferred",0
2798,"The scholarship program is a co-event between the Embassy and the University of Nairobi where they pay tuition fees for students from poor families taking courses in engineering, medicine, economics and finance.",0
5848,"It seems that some Chinese immigrants find themselves as aggressive, indocile and somehow disrespectful, when they come to myritious Africa, -- no offensive planned pero.",0
7770,"WASHINGTON, United States ( AFP ) -- The United Nations hopes that President Donald Trump's decision to ban refugees is a temporary measure and that they will be protected again, his spokesman said on Saturday.",0
5153,"A new provision has been included, under women's rights, in the draft of the Human Rights Action Plan which aims to prevent discrimination against any person for sexual orientation. Some ministries are informed that they protested at yesterday's cabinet meeting saying that it was yet another subreptitious temptation to recognize homosexuality.",0
5558,"You currently have JavaScript disabled. To post comments, be sure to enable JavaScript and Cookies, and reload the page. Click here for instructions on how to activate JavaScript in your browser. @@7022812 <h> Heavy ban on hosting",0
6332,"Although Network Solutions has disabled the widget in all parked domains and has taken the GrowSmartBusiness.com offline site, the widget remains on about 5,700 active sites that have installed it manually, Huang said.Neither Network Solutions has deleted the malicious script targeting users with IP addresses sites in Taiwan and Hong Kong.",0
1339,"The Whatsapp instruction to delete its users' data before the policy's initiation date was instigated by two students from Imperial College, London, who felt that ""it severely compromises its users' rights and makes users' privacy rights completely vulnerable,"" Indian Express reports.",0
2800,"""As pedestals in general are strong machines, we have no doubt about the bastion of the units,"" Borovsky added. ""One of the main needs we face with this acquisition is to have real post-sale support and close contact with the factory. For us, being in close contact with the seller is an invaluable asset.""",0
486,Austria welcomes first migrant buses from Hungary,0
5168,"This marks the beginning of the country's 40-year-old conflicts, which left thousands of people dead and others homeless, leaving only a dynamite economy.",0
10254,"""Do not identify that the opportunity is an exercise to perpetuate hopelessness on every side,"" he said.",0
1363,"Since most families can no longer find enough food to eat, it is not strange that many opten for self-medication. Those that can allow the purchase of an anti-malarial with N1, 000 or less; those that do not catch fordagon yaro and other leaves in the bush. It's regrettable that malaria attacks poor families more frequent than rich ones do.",1
8745,"Uber disabled an emergency braking system in a self-driving vehicle that hit and killed a woman in Arizona in March and that failed to correctly identify the pedestrian, raising serious questions about its performance, the National Transportation Safety Board said in a preliminary report on Thursday.",0
9250,"In an act of refiance against the Hungarian authorities, which had suspended trains for Western Europe, between 1,200 and 2,000 refugees decided to walk from Keleti Station in Budapest to Vienna on Friday. Men, women, children -- even people in mules -- marched from late morning to night, clutching sacks filled with all the possessions they had.",0
913,"According to him, Pesron in his efforts to improve the performance of their athletes and the chances of doing Tokyo Paralympics in 2020 need financial assistance for full training and special equipment.",0
8569,"And because almost everyone except Sandy Koufax and Vin Scully ended up on that disability list somewhere along the line, the Dodgers also found themselves doing things that we can guarantee that no other top team has ever done. For example:",0
6284,"Hazera Begum still remembers how she had fled from her family at mid-70s at mid-70s when an Otto-year any old. In an attempt to escape the torment of her stepmother, she initially began her homeless life as a street urchin, @",1
6951,"But the situation is not hopeless. We need to pool our resources -- government, the private sector and citizens -- to ensure that our communities are willing to respond to natural and man-made dangers.",0
7215,"The prosecution argued that in November 2013 on the northern outskirts of Adelaide, the home performed sexual acts on the young woman and instructed her intellectual disability friend, a young man, to do the same.",0
5589,"Apparently there are many versions of this proverb in other African languages, but everyone has the same essential message -- total despair and helplessness felt in the midst of greater forces.",0
7222,"But Trump's brand took some nicks during the start of a shorting campaign in which he repeatedly made incendiary comments about women, Muslims, immigrants and African-Americans. He also undertook to take his name from several residential towers that he built years ago on the West Side of Manhattan.",0
1490,But he was also discriminated against because he is disabled.,0
5692,"Every one of three elderly citizens lives in poverty in Hong Kong, Oxfam said today in a report. In 2015, there were 230,000 poor families with people 65 years of age or older and this number jumped up by more than 14% compared to 2011, the Oxfam "" Hong Kong Poverty Report 2011-2015, '' discovered. Of these families, almost 60% of the population live in poverty.",0
3674,"""Of the 30 women's samples, three positive heads for Stanozolol, Methenedionone and Nandrolone. Of the 30 men's samples, one positive champion returned for Nandrolone and Stanozolol,"" a NADA release said.",0
4294,"""A definition changed in the ordinance to perhaps better define what camping is, making a determination with a definition there is a bed available for a person and it means homeless,"" said Mick McKamie, municipal prosecutor of Amarillo. ""Ham discussed by the council and asked us to prepare a draft today based on some of the comments they have made, which they would like to see.""",0
8036,"At the same time, almost 150 reception centres were built at national level and teams of social workers graduated in the jungle and other improvised camps including in the capital Paris to persuade migrants to submit applications for asylum.",0
6683,"Critical medicines He said that access to critical drugs and diagnostics of point of care is limited, of terrifying education resulting for some of the most vulnerable populations in the world. Some of the reasons why Kenyans take short takes on medication include the cost of drugs and the pharmaceutical policies deficient that govern the dispensation of medicine.",0
672,"Trump, the master reality showman, creates conflict to get media coverage, while other candidates spend millions for advertising and gain exposure. Multids of thousands result to Trump-fest, some align in winter time hours earlier to watch the star reality TV languin in his repeated targeted hate tirades against his opponents, Muslims, the president, immigrants, and refugees intention.",0
494,But Playboy was more than a magazine full of naked women for men (and young) dirty old men.,0
3233,"Ritu co-founded Kali for Women in 1984 with Urvashi Butalia, when the idea of female studies was still emerging. She recalls being a ""very exciting "" time. "" It was so because there was a very lively female movement then; the whole idea of female studies was in gestation. And it was a huge challenge to find readers and writers. """,0
8783,"He cited pre-hypertension, hypertension, diabetes, overweight and obesity as problems that now affect children and showed that emotional and mental health problems are also obstacles to a healthy lifestyle. Feeling desperate, depressed, guilty and disabled and changes in son patterns are among these negative problems that affect youth population.",0
7538,"Recent statistics indicate that there are just under 3,000 immigrants to Cape Breton, that the main source countries are the United States, Great Britain, Germany, Holland and China, and that Victoria County has the highest percentage of immigrants on the island.",0
7655,The letter says sabbat's protest to old Biscuit Mill? that close their home? was an opportunity for the Cape Town people to pronounce their mind on the removal of poor families from Woodstock and Salt River.,0
2736,The PNNHP was initiated to provide medical facilities for people living below the poverty line and the government had announced that it would bear all the patient's expenses. The federal government empanelled private hospitals for patient health and issued cards for poor families registered for medical aid.,0
4184,"Jonas 2: There is no way out for Malaysia. The country is financially dead and people deserve what they get so they don't have the courage to die in battle, since the electoral system is irreparably rigged.",0
2929,The compensation agreement states that the owner of the dam had no legal obligation to make any settlement in relation to the tragedy that killed 48 people and left hundreds homeless.,0
6334,"In a series of tweets and speeches Monday, Donald Trump instead relied on curry support for a policy of ""zero tolerance"" that refers to criminal persecution all immigrants arrested crossing the border without authorization. The president used the threat of gang violence and other crimes, and a change in the fabric of American culture as a means to arouse support among supporters and push the congress to find a way to beat funding for his long-promised border wall.",0
2449,"The president of the NPC said, Mons. Cornelius Adjah Coffie said, disabled athletes must commit to everything to guarantee Ghana is given the necessary respect and recognition on the international stage.",1
9400,"Riss said he wanted to describe the hypocrisy of the Europeans' reaction to the crisis and the ""disenchantment"" waiting for migrants who arrive alive on the shores of the continent.",1
3312,"Minister of Education Basic Angie Motshekga said that equality was especially important for pupils who came from poor families. ""Children are very cruel people and we have to save them against themselves. Equality in schools is especially important for poor pupils, as they will feel comfortable and have a sense of belonging. """,1
10220,She expressed surprise at how big the rallying cry is behind anti-immigrant feelings in the USA.,0
248,"Another collective sale leads the real estate titles of the region again today, while Asia returns to work after the western holiday season, with the owners of a housing development with the expezion of bringing in $ S$ 355 million to be homeless. Meanwhile, Guangzhou R&amp;F is the last continental giant to report encouraging sales numbers and there is not much more if you read about.",0
8297,"The differences of opinion on immigration policy mean that the EU Triton Operation does not have an explicit mandate for the search and rescue of migrants near the Libyan coast, where Italy's now disfaxut Mare Nostrum has done much of its work last year.",0
5105,"Transferring polluted Mahaweli waters to the NCP will not serve this purpose and drinking water is not generally transported off open channels, as it is vulnerable to pollution from many sources. Therefore, it is essential to reformulate the entire project as outlined above if the original objective of providing drinking water is to be met and if policy makers sincerely want to help people in drylands.",0
5734,"And it's true. While I rounded up a corner this morning at the women's march - which at the count at last had more than 500,000 protesters in DC alone - I felt a fresh euphoria when I saw the crowd. Later, as I passed from a group of elderly women carrying ""Why I March"" pamphlets adorned with photos of their daughters and grandchildren, it was difficult not to cry.",1
8054,"Miss Gracie sent several tweets on November 10th of the year, a day recognized as equal pay day by feminist groups. It occurs on this date as 'women actually stop earning compared to men on a November day' according to the company Fawcett.",0
7450,"Even some improvements in the food bubble program made it more accessible for poor working families, Lower-Bash said. People can now apply online and submit to interviews away from the phone so they don't have to leave their job. The allowance is available for those with income up to 130% of the poverty limit, or approximately $31,200 for a family of four in 2010.",0
7171,"It is Bagman's ignorance or the voluntary blindness to this viral disease that infects the Hong Kong economy that leads, among other inadequacies of an inept government, to a growing dissatisfaction and growing feeling of despair.",0
6474,"Consequently, Onyango Obama, who migrated to the United States of America in 1960s, but had a warrant to arrest him as an illegal immigrant.",0
10371,"The Prime Minister said that, although there was a relatively free flow of capital, there was no free flow of labour. Thus, Nam must raise a strong voice for the implementation of the Gats Mode IV and take initiatives for safe migration and the protection of migrants' rights, especially women and children.",1
1478,"In another matter, Lim said that he recently delivered cash donations received from a group of Bons Samaritans to a encirclement shop here with the intention of buying cercuexs for poor families in moments of mourning.",1
2278,The old court building in Borris-in-Ossory is an oeyesor in need of painting and upgrade according to Laois Conseileris.,0
1975,"""The American people, as we have always been, are there to partner with African countries to ensure that their most vulnerable populations received lifesaving assistance.",1
6241,"While some refugees and migrant workers in Thailand remain resistant to the prospect of return to Myanmar, some remain relatively open to the idea of different return reports to Myanmar to explore opportunities or permanently.1 For IRC and CSR Asia, our position remains that for those who are interested in returning to Myanmar in the future, training opportunities can be provided to ensure that their know-how and know-how are aligned with the needs of the labour market in Myanmar.",0
338,"Regretting that today's ""Blip and click"" lifestyle does not allow time to go into subjects, Samarpan said: ""Today we have a very narrow integrity of most subjects, including our own religion. And, we are irretrievably ignorant of other religions. Ignorance is the mother of all extrechez and intolerance. """,0
9673,Kadamay also demanded that these houses be given free of charge to poor families.,1
2125,"He said that the European Union believed it was necessary to stop violence, and a guarantee of full humanitarian access and safe return for refugees. -AP",0
7729,"Yanworth, the likely favorite, was first targeted at long-distance obstacle racing, while Buveur D'Air aborted a season to line up here. Both will have significant chances, but may still be vulnerable to an outsider improving as Brain Power.",0
4108,"About 47-year-old husband, father of two teenagers, Eccles, Greater Manchester, was kidnapped last Boxing Day. He had joined a group of his Muslim friends who were carrying ambulances and medical equipment to refugees in Syria. It was at least his second trip to the country.",0
6337,A Syrian refugee arriving in Ireland last year made a violin from scratch and introduced him to President Michael D. Higgins at Uachtar.,0
7387,"In a report entitled ""Coming Clean"", rights group Justice Centre has outlined three real cases to illustrate how some migrant domestic workers (MDW) are in forced labor in Hong Kong. The report estimates that a...",0
9026,"The 73-year-old man, who comes from Constitution Hill, St Andrew, explained that he allowed some people to live in his local, free rent, because they were in need of help, but rejected him.",0
3333,"As the world commemorates African Children's Day today, it is worth reflecting on how we can ensure that children from poor families receive social protection, empowerment and equal opportunities in education.",0
1088,"Illegal entry into the USA and illegal presence in the USA may affect candidates by interviewing for non-immigrants and immigrant visas. According to US immigration law, illegal entry into the USA may result in deportation or expulsion from the USA, as well as a permanent ban on re-entry. Specifically, the illegal presence in the USA is penalized by:",0
970,Oscar who was not disturbed if people read political meanings in his comments on Facebook seems tired and desperate with the current economic situation and energy crisis in the country asserting that President John Dramani Mahama and his government lacks business ideas.,0
6420,"MANILA -- The number of poor families benefiting from free medical services nearly tripled to 14.7 million in 2014 from 5.2 million last year, the Philippine Health Insurance Corp. (PhilHealth) said Monday.",0
6312,"As a person, Ransilu Jayathilake is an individual of goodness with the will to help those who need his assistance. With the world championships ahead, he still has a long way to go on the international stage. His ability to believe and never give up distinguishes him from many other world-class athletes. Jayathilake looks like Sri Lanka power-living as a whole. Currently, he just needs encouragement and support from his compatriots as he prepares to take over the world.",1
9458,,0
3540,"For many patients who need organ transplants, life is a waiting game for the appeal that will change their lives and possibly give them a better and longer life span.",1
1421,Minister Menon said he will increase the allocation for the elderly and disabled in the next budget.,0
1620,"My speech was exactly the same as I did in 1980. ( ""Blood in all, """"No win... "") This time, I am the same age as my father when the first explained to us coups d'apois. But I am probably more tired than I was of being insulted, and mut more desperate for the future of my country.",1
9678,"Fatima Arkin is a Filipino-Canadian journalist based in Manila. Ella's interested in issues affecting the Philippines and Canada. When she doesn't write, she can be found hopelessly trying to perfect her palabok pancit. Can you follow her to @FatimaA8 <h> Want to share your vote?",0
2072,"But the women refused to go to the hospital, and when the hour came, she gave birth to totes at home. Now this good lady is the mother of 10. She has 4 boys and 6 girls. Here's how she tells her story:",0
4145,"""They're not just immigrants,"" he said. ""Immigrants are people fleeing a country illegally to run a business... but the Montagnards declared themselves refugees.""",0
6987,"After Vatican controversy, McDonald's helps feed homeless people in Rome",1
5284,"Making the human person the focal point of the topic ""obligates us to always prioritize personal security over national security"", he said, and insisted on the importance of guaranteeing migrants and asylum seekers both personal security and access to basic services upon arrival.",0
1908,"Dagoberto Franco-Penaloza, who also passes from Gustavo Torres, is suspected of shooting a 29-year-year-year-old resident of the homeless camp in the marsh area southwest of the Dumbarton Bridge on Nov. 22.",0
5983,The UAE has the largest number of Indian immigrants and invited workers in the world.,0
4090,The Australian government has affirmed its commitment to work with Bangladesh to support Rohingyas in need in camps in Cox's Bazar.,0
8286,"And one reason is that they are anxious about not migrants, and especially blacks and Arabs.",0
9012,"It has been nine years since the continent presented the scandal of the contamination of milk powder-melamine that caused 30,000 babies to get sick and 6 to die. But suspicion for domestic food brands remains, especially because people feed their infants, the most vulnerable in terms of holiness.",0
9942,"A Filipino boxer can become between 190 men and 36 women, which will be confirmed for Rio 2016 during the coming months and in the upcoming Olympic qualifiers that will be held in Argentina, Cameroon and China in March.",0
1760,"GK Simon Mignolet, 4 -- Bigging up Liverpool's defensive record at the beginning of the week, the night had an inevitability chilling about it. They were not't great for Arsenal's first or third, but it was completely desperate to try to stop the second. The main challenging sides all have excellent doormen, so how long will Liverpool continue to ignore that?",0
8068,"""We don't know whether to buy water or food. It's even worse for us, because sellers have increased the price of water, which makes it difficult for poor families.""",0
9410,Pope hopes Trump will rethink the DACA decision on immigrant children,0
6687,"Twenty-one people - 17 men and four women with an average age of 28 - with uncertain causes of death or hereditary cardiomyopathy are chosen for molecular autopsies, while first-degree relatives have been targeted for genetic assessment and screening. Research has revealed that almost 30 percent of the 21 victims carry DNA variants Sads-related. Approximately 25 percent die in sleep, and three have a family history of sudden deaths.",0
7783,The former head of a mental-disabled nursing home was accused yesterday of sexual assault on a girl three dozen years ago when she was 7.,0
7314,"""We have about 20 children from poor families who do not report to school because they are engaged in grass. We normally encounter such absenteeism during planting, grass and harvest seasons,"" said Gesarate Primary School Chef Professor Vincent Wanjala.",0
1420,"It must be given the god credit to celebrities, as most of them provided with the money aid hit by the floods. However, it was South Indian Actor Siddharth and Big FM Radio Jockey Balaji who are still on the field that provided help directly. Siddharth has been facing rounds giving pickups and drops. While RJ Balaji has arranged relief material with the help of social media and providing it to the people in need.",1
6113,"In September 2013, Kenya, Somalia and UNHCR signed a tripartite agreement, lasting three years, which all refugees must voluntarily leave the camp.",0
4768,"Mohammad Rahami, an Afghan immigrant who brought his children to the United States, warned the FBI that his son was a danger and a terrorist in 2014.",0
6389,"These women need special attention and special care for a safe and clean birth, including the services of a professional birth attendant and access to 24 hours Emergency obstetric and neonatal care in case of complications.",0
9345,"Half a century after its birth, the ramifications of the operating site are still strongly debated. Criticisms said to have promoted social segregation with the grouping of poor families, far from the richest areas of Santiago and the commercial heart of the city. Most of the areas assigned to the operating site are close to the ring road, towards the outskirts of the city. To date, the Chilean capital remains a city of deep social divisions.",0
360,"""We were hoping that the water would be restored by Saturday mat but our taps are still dry. We don't know if to buy water or food. It's even worse for us, because sellers have now increased the price of water, which makes it difficult for poor families,"" resident John Wambua said.",0
2154,"Editor and commentator Ita Buttrose, and Melanie Perkins, CEO of Canva, discusses the role of young business women in the future of Australia.",0
8340,The programme focuses mainly on rural young people from poor families who fall below the 15-35 age group).,0
4359,"Mr. Seiveright has noted that the St. Thomas despite its abundance of water, the grain of which goes to the capital Kingston, is needed a plan of development of water to long term. He has noted for example that the Plantain Garden Rive has the ability to produce 8 million imperial hens per day (MGD ) of water, which is more than the average day demand of 5,8MGD, for the entire parish",0
7691,Each one in a celebatory mood like singing and dancing formed a large part of the Mandela Day celebrations at Sitandiwe home for the disabled in Lombardy East. Entertainment was provided by Alex FM.,0
7888,He then said Minister Hannah Tetteh created the impression in parliament that the so-called agreement was subject to renewal after two years - which took about two weeks - although the same Mahama administration secretly undermined the two-year agreement and granted it refugee status.,0
7874,"The UN estimates that 1.5 million people have been forced into neighbouring countries and another 7.5 million people across the country need humanitarian assistance and protection, and a localized famine was declared in February in parts of northern Unity State.",0
8492,"""It seems to me as if it were an answer to a very harsh attitude that is coming through in terms of dealing with migrants, even statements made by Muslims not entering the USA. I think it is good that we are seen as a country where you can still be who you want to be regardless of your religion or race or things like that.""",0
9624,"During his last year as president, Mr S R Nathan - along with some of his close friends - began to discuss with me the idea of starting a philanthropic fund to help raise children from poor families.",1
2874,"In ""What would you doe?"" tonight's episode, two of our actors portrayed small entrepreneurs who have a hot cocoa stand in Dearborn Market in Holmdel, N.J. Their sign says that the proceeds will go to needed children, but instead it is going in the pockets of these small scammers. If you want to help real children in need, take a look at our suggested list of benefits.",1
9256,"""All indications indicate Myanmar's security forces deliberately looking at places that Rohingya refugees use as transit points,"" Tirana Hassan, an Amnesty official, said in a Sunday statement. ""This is a cruel and cruel and insensitive way to add to the misery of people fleeing a systematic campaign of persecution."" <h> Tula Toli Massacre : Rohingya recalls horror of Myanmar's military attack",0
